source_name,source_link,event_id,event_date,event_title,event_description,location_description,location_accuracy,landslide_category,landslide_trigger,landslide_size,landslide_setting,fatality_count,injury_count,event_import_source,event_import_id,country_name,country_code,admin_division_name,admin_division_population,gazeteer_closest_point,gazeteer_distance,submitted_date,created_date,last_edited_date,longitude,latitude,dataset_source,original_event_date,event_date_standardized,event_date_only,original_latitude,original_longitude,latitude_standardized,longitude_standardized,coordinates_valid,latitude_compare,longitude_compare,date_compare,master_id,record_type,event_year,event_month,date_precision,state,district,location_name,initiation_year,triggering_factor,material_type,movement_type,activity,landslide_area,persons_death,source,source_event_id,source_record_url,source_records,source_count,coordinate_source,coordinate_inherited,match_confidence,data_quality,dedup_key,duplicate_group_id,is_duplicate,duplicate_of,notes
,,,,,,,,,,,,,,,,,,,,,,,,,95.110333,26.706194,LandslideGuard_Project_Master,,,,26.706194,95.110333,26.706194,95.110333,True,26.706,95.11,,IND-INV-025945,INVENTORY,,,unknown,Nagaland,Mon,,,Anthropogenic,Debris,Slide,Active,429.0,,Geological Survey of India (GSI) inventory,NG/MON/83N2/2017/38,,GSI:15260,1.0,GSI,False,SOURCE,HIGH,26.706_95.110,,False,,OBJECTID=15260
,,,,,,,,,,,,,,,,,,,,,,,,,95.074222,26.711222,LandslideGuard_Project_Master,,,,26.711222,95.074222,26.711222,95.074222,True,26.711,95.074,,IND-INV-025946,INVENTORY,,,unknown,Nagaland,Mon,,,Rainfall,Debris,Slide,Active,36.0,,Geological Survey of India (GSI) inventory,NG/MON/83N2/2017/9,,GSI:15542,1.0,GSI,False,SOURCE,HIGH,26.711_95.074,,False,,OBJECTID=15542
,,,,,,,,,,,,,,,,,,,,,,,,,95.078361,26.706028,LandslideGuard_Project_Master,,,,26.706028,95.078361,26.706028,95.078361,True,26.706,95.078,,IND-INV-025947,INVENTORY,,,unknown,Nagaland,Mon,,,Rainfall,Debris,Slide,Active,450.0,,Geological Survey of India (GSI) inventory,NG/MON/83N2/2017/19,,GSI:15580,1.0,GSI,False,SOURCE,HIGH,26.706_95.078,,False,,OBJECTID=15580
,,,,,,,,,,,,,,,,,,,,,,,,,95.07275,26.694917,LandslideGuard_Project_Master,,,,26.694917,95.07275,26.694917,95.07275,True,26.695,95.073,,IND-INV-025948,INVENTORY,,,unknown,Nagaland,Mon,,,Rainfall,Debris,Slide,Active,300.0,,Geological Survey of India (GSI) inventory,NG/MON/83N2/2017/21,,GSI:15582,1.0,GSI,False,SOURCE,HIGH,26.695_95.073,,False,,OBJECTID=15582
,,,,,,,,,,,,,,,,,,,,,,,,,95.077083,26.697111,LandslideGuard_Project_Master,,,,26.697111,95.077083,26.697111,95.077083,True,26.697,95.077,,IND-INV-025949,INVENTORY,,,unknown,Nagaland,Mon,,,Rainfall,Rock,Slide,Active,1500.0,,Geological Survey of India (GSI) inventory,NG/MON/83N2/2017/20,,GSI:15581,1.0,GSI,False,SOURCE,HIGH,26.697_95.077,,False,,OBJECTID=15581
,,,,,,,,,,,,,,,,,,,,,,,,,95.079417,26.699056,LandslideGuard_Project_Master,,,,26.699056,95.079417,26.699056,95.079417,True,26.699,95.079,,IND-INV-025950,INVENTORY,,,unknown,Nagaland,Mon,,,Rainfall,Rock,Slide,Active,1800.0,,Geological Survey of India (GSI) inventory,NG/MON/83N2/2017/22,,GSI:15583,1.0,GSI,False,SOURCE,HIGH,26.699_95.079,,False,,OBJECTID=15583
,,,,,,,,,,,,,,,,,,,,,,,,,95.079361,26.7015,LandslideGuard_Project_Master,,,,26.7015,95.079361,26.7015,95.079361,True,26.702,95.079,,IND-INV-025951,INVENTORY,,,unknown,Nagaland,Mon,,,Rainfall,Debris,Slide,Active,180.0,,Geological Survey of India (GSI) inventory,NG/MON/83N2/2017/23,,GSI:15584,1.0,GSI,False,SOURCE,HIGH,26.701_95.079,,False,,OBJECTID=15584
,,,,,,,,,,,,,,,,,,,,,,,,,95.055722,26.732306,LandslideGuard_Project_Master,,,,26.732306,95.055722,26.732306,95.055722,True,26.732,95.056,,IND-INV-025952,INVENTORY,,,unknown,Nagaland,Mon,,,Rainfall,Debris,Slide,Active,1200.0,,Geological Survey of India (GSI) inventory,NG/MON/83N2/2017/28,,GSI:15223,1.0,GSI,False,SOURCE,HIGH,26.732_95.056,,False,,OBJECTID=15223
,,,,,,,,,,,,,,,,,,,,,,,,,95.062,26.747806,LandslideGuard_Project_Master,,,,26.747806,95.062,26.747806,95.062,True,26.748,95.062,,IND-INV-025953,INVENTORY,,,unknown,Nagaland,Mon,,,Rainfall,Soil,Slide,Active,300.0,,Geological Survey of India (GSI) inventory,NG/MON/83N2/2017/27,,GSI:15222,1.0,GSI,False,SOURCE,HIGH,26.748_95.062,,False,,OBJECTID=15222
,,,,,,,,,,,,,,,,,,,,,,,,,95.064417,26.750028,LandslideGuard_Project_Master,,,,26.750028,95.064417,26.750028,95.064417,True,26.75,95.064,,IND-INV-025954,INVENTORY,,,unknown,Nagaland,Mon,,,Rainfall,Debris,Slide,Active,150.0,,Geological Survey of India (GSI) inventory,NG/MON/83N01/2017/2,,GSI:15190,1.0,GSI,False,SOURCE,HIGH,26.750_95.064,,False,,OBJECTID=15190
,,,,,,,,,,,,,,,,,,,,,,,,,95.064389,26.749972,LandslideGuard_Project_Master,,,,26.749972,95.064389,26.749972,95.064389,True,26.75,95.064,,IND-INV-025955,INVENTORY,,,unknown,Nagaland,Mon,,,Anthropogenic,Rock,Slide,Active,240.0,,Geological Survey of India (GSI) inventory,NG/MON/83N01/2017/1,,GSI:15189,1.0,GSI,False,SOURCE,HIGH,26.750_95.064,,False,,OBJECTID=15189
,,,,,,,,,,,,,,,,,,,,,,,,,95.086194,26.768833,LandslideGuard_Project_Master,,,,26.768833,95.086194,26.768833,95.086194,True,26.769,95.086,,IND-INV-025956,INVENTORY,,,unknown,Nagaland,Mon,,,Rainfall,Debris,Slide,Suspended,150.0,,Geological Survey of India (GSI) inventory,NG/MON/83N01/2017/16,,GSI:15447,1.0,GSI,False,SOURCE,HIGH,26.769_95.086,,False,,OBJECTID=15447
,,,,,,,,,,,,,,,,,,,,,,,,,95.086222,26.768667,LandslideGuard_Project_Master,,,,26.768667,95.086222,26.768667,95.086222,True,26.769,95.086,,IND-INV-025957,INVENTORY,,,unknown,Nagaland,Mon,,,Rainfall,Debris,Slide,Active,80.0,,Geological Survey of India (GSI) inventory,NG/MON/83N01/2017/15,,GSI:15446,1.0,GSI,False,SOURCE,HIGH,26.769_95.086,,False,,OBJECTID=15446
,,,,,,,,,,,,,,,,,,,,,,,,,95.087028,26.767972,LandslideGuard_Project_Master,,,,26.767972,95.087028,26.767972,95.087028,True,26.768,95.087,,IND-INV-025958,INVENTORY,,,unknown,Nagaland,Mon,,,Rainfall,Rock,Slide,Active,80.0,,Geological Survey of India (GSI) inventory,NG/MON/83N01/2017/14,,GSI:15445,1.0,GSI,False,SOURCE,HIGH,26.768_95.087,,False,,OBJECTID=15445
,,,,,,,,,,,,,,,,,,,,,,,,,95.108944,26.759389,LandslideGuard_Project_Master,,,,26.759389,95.108944,26.759389,95.108944,True,26.759,95.109,,IND-INV-025959,INVENTORY,,,unknown,Nagaland,Mon,,,Rainfall,Soil,Slide,Active,25.0,,Geological Survey of India (GSI) inventory,NG/MON/83N01/2017/12,,GSI:15443,1.0,GSI,False,SOURCE,HIGH,26.759_95.109,,False,,OBJECTID=15443
,,,,,,,,,,,,,,,,,,,,,,,,,95.107778,26.760194,LandslideGuard_Project_Master,,,,26.760194,95.107778,26.760194,95.107778,True,26.76,95.108,,IND-INV-025960,INVENTORY,,,unknown,Nagaland,Mon,,,Rainfall,Debris,Slide,Active,60.0,,Geological Survey of India (GSI) inventory,NG/MON/83N01/2017/13,,GSI:15444,1.0,GSI,False,SOURCE,HIGH,26.760_95.108,,False,,OBJECTID=15444
,,,,,,,,,,,,,,,,,,,,,,,,,95.110972,26.759167,LandslideGuard_Project_Master,,,,26.759167,95.110972,26.759167,95.110972,True,26.759,95.111,,IND-INV-025961,INVENTORY,,,unknown,Nagaland,Mon,,,Rainfall,Debris,Slide,Active,96.0,,Geological Survey of India (GSI) inventory,NG/MON/83N01/2017/11,,GSI:15442,1.0,GSI,False,SOURCE,HIGH,26.759_95.111,,False,,OBJECTID=15442
,,,,,,,,,,,,,,,,,,,,,,,,,95.11175,26.758056,LandslideGuard_Project_Master,,,,26.758056,95.11175,26.758056,95.11175,True,26.758,95.112,,IND-INV-025962,INVENTORY,,,unknown,Nagaland,Mon,,,Rainfall,Debris,Slide,Active,48.0,,Geological Survey of India (GSI) inventory,NG/MON/83N01/2017/10,,GSI:15419,1.0,GSI,False,SOURCE,HIGH,26.758_95.112,,False,,OBJECTID=15419
,,,,,,,,,,,,,,,,,,,,,,,,,95.112889,26.758306,LandslideGuard_Project_Master,,,,26.758306,95.112889,26.758306,95.112889,True,26.758,95.113,,IND-INV-025963,INVENTORY,,,unknown,Nagaland,Mon,,,Rainfall,Debris,Slide,Active,200.0,,Geological Survey of India (GSI) inventory,NG/MON/83N01/2017/9,,GSI:15231,1.0,GSI,False,SOURCE,HIGH,26.758_95.113,,False,,OBJECTID=15231
,,,,,,,,,,,,,,,,,,,,,,,,,95.078722,26.820528,LandslideGuard_Project_Master,,,,26.820528,95.078722,26.820528,95.078722,True,26.821,95.079,,IND-INV-025964,INVENTORY,,,unknown,Nagaland,Mon,,,Rainfall,Debris,Slide,Active,75.0,,Geological Survey of India (GSI) inventory,NG/MON/83N01/2017/40,,GSI:15389,1.0,GSI,False,SOURCE,HIGH,26.821_95.079,,False,,OBJECTID=15389
,,,,,,,,,,,,,,,,,,,,,,,,,95.074639,26.816056,LandslideGuard_Project_Master,,,,26.816056,95.074639,26.816056,95.074639,True,26.816,95.075,,IND-INV-025965,INVENTORY,,,unknown,Nagaland,Mon,,,Rainfall,Debris,Slide,Inactive,40.0,,Geological Survey of India (GSI) inventory,NG/MON/83N01/2017/34,,GSI:15089,1.0,GSI,False,SOURCE,HIGH,26.816_95.075,,False,,OBJECTID=15089
,,,,,,,,,,,,,,,,,,,,,,,,,95.072917,26.81775,LandslideGuard_Project_Master,,,,26.81775,95.072917,26.81775,95.072917,True,26.818,95.073,,IND-INV-025966,INVENTORY,,,unknown,Nagaland,Mon,,,Rainfall,Debris,Slide,Active,240.0,,Geological Survey of India (GSI) inventory,NG/MON/83N01/2017/36,,GSI:15091,1.0,GSI,False,SOURCE,HIGH,26.818_95.073,,False,,OBJECTID=15091
,,,,,,,,,,,,,,,,,,,,,,,,,95.072222,26.818889,LandslideGuard_Project_Master,,,,26.818889,95.072222,26.818889,95.072222,True,26.819,95.072,,IND-INV-025967,INVENTORY,,,unknown,Nagaland,Mon,,,Rainfall,Debris,Slide,Inactive,100.0,,Geological Survey of India (GSI) inventory,NG/MON/83N01/2017/38,,GSI:15093,1.0,GSI,False,SOURCE,HIGH,26.819_95.072,,False,,OBJECTID=15093
,,,,,,,,,,,,,,,,,,,,,,,,,95.072417,26.818167,LandslideGuard_Project_Master,,,,26.818167,95.072417,26.818167,95.072417,True,26.818,95.072,,IND-INV-025968,INVENTORY,,,unknown,Nagaland,Mon,,,Rainfall,Debris,Slide,Active,48.0,,Geological Survey of India (GSI) inventory,NG/MON/83N01/2017/37,,GSI:15092,1.0,GSI,False,SOURCE,HIGH,26.818_95.072,,False,,OBJECTID=15092
,,,,,,,,,,,,,,,,,,,,,,,,,95.072694,26.817417,LandslideGuard_Project_Master,,,,26.817417,95.072694,26.817417,95.072694,True,26.817,95.073,,IND-INV-025969,INVENTORY,,,unknown,Nagaland,Mon,,,Rainfall,Debris,Slide,Active,180.0,,Geological Survey of India (GSI) inventory,NG/MON/83N01/2017/35,,GSI:15090,1.0,GSI,False,SOURCE,HIGH,26.817_95.073,,False,,OBJECTID=15090
,,,,,,,,,,,,,,,,,,,,,,,,,95.075667,26.813917,LandslideGuard_Project_Master,,,,26.813917,95.075667,26.813917,95.075667,True,26.814,95.076,,IND-INV-025970,INVENTORY,,,unknown,Nagaland,Mon,,,Anthropogenic,Debris,Slide,Inactive,40.0,,Geological Survey of India (GSI) inventory,NG/MON/83N01/2017/33,,GSI:15088,1.0,GSI,False,SOURCE,HIGH,26.814_95.076,,False,,OBJECTID=15088
,,,,,,,,,,,,,,,,,,,,,,,,,95.076444,26.812389,LandslideGuard_Project_Master,,,,26.812389,95.076444,26.812389,95.076444,True,26.812,95.076,,IND-INV-025971,INVENTORY,,,unknown,Nagaland,Mon,,,Anthropogenic,Debris,Slide,Active,40.0,,Geological Survey of India (GSI) inventory,NG/MON/83N01/2017/32,,GSI:15087,1.0,GSI,False,SOURCE,HIGH,26.812_95.076,,False,,OBJECTID=15087
,,,,,,,,,,,,,,,,,,,,,,,,,95.077611,26.773611,LandslideGuard_Project_Master,,,,26.773611,95.077611,26.773611,95.077611,True,26.774,95.078,,IND-INV-025972,INVENTORY,,,unknown,Nagaland,Mon,,,Rainfall,Rock,Slide,Active,16.0,,Geological Survey of India (GSI) inventory,NG/MON/83N01/2017/17,,GSI:15448,1.0,GSI,False,SOURCE,HIGH,26.774_95.078,,False,,OBJECTID=15448
,,,,,,,,,,,,,,,,,,,,,,,,,95.077389,26.773583,LandslideGuard_Project_Master,,,,26.773583,95.077389,26.773583,95.077389,True,26.774,95.077,,IND-INV-025973,INVENTORY,,,unknown,Nagaland,Mon,,,Rainfall,Rock,Slide,Active,18.0,,Geological Survey of India (GSI) inventory,NG/MON/83N01/2017/18,,GSI:15449,1.0,GSI,False,SOURCE,HIGH,26.774_95.077,,False,,OBJECTID=15449
,,,,,,,,,,,,,,,,,,,,,,,,,95.072917,26.775667,LandslideGuard_Project_Master,,,,26.775667,95.072917,26.775667,95.072917,True,26.776,95.073,,IND-INV-025974,INVENTORY,,,unknown,Nagaland,Mon,,,Rainfall,Debris,Slide,Active,200.0,,Geological Survey of India (GSI) inventory,NG/MON/83N01/2017/19,,GSI:15450,1.0,GSI,False,SOURCE,HIGH,26.776_95.073,,False,,OBJECTID=15450
,,,,,,,,,,,,,,,,,,,,,,,,,95.072694,26.775889,LandslideGuard_Project_Master,,,,26.775889,95.072694,26.775889,95.072694,True,26.776,95.073,,IND-INV-025975,INVENTORY,,,unknown,Nagaland,Mon,,,Rainfall,Rock,Slide,Active,20.0,,Geological Survey of India (GSI) inventory,NG/MON/83N01/2017/20,,GSI:15451,1.0,GSI,False,SOURCE,HIGH,26.776_95.073,,False,,OBJECTID=15451
,,,,,,,,,,,,,,,,,,,,,,,,,95.072583,26.775944,LandslideGuard_Project_Master,,,,26.775944,95.072583,26.775944,95.072583,True,26.776,95.073,,IND-INV-025976,INVENTORY,,,unknown,Nagaland,Mon,,,Rainfall,Debris,Slide,Active,84.0,,Geological Survey of India (GSI) inventory,NG/MON/83N01/2017/21,,GSI:15480,1.0,GSI,False,SOURCE,HIGH,26.776_95.073,,False,,OBJECTID=15480
,,,,,,,,,,,,,,,,,,,,,,,,,95.069083,26.778444,LandslideGuard_Project_Master,,,,26.778444,95.069083,26.778444,95.069083,True,26.778,95.069,,IND-INV-025977,INVENTORY,,,unknown,Nagaland,Mon,,,Rainfall,Debris,Slide,Active,300.0,,Geological Survey of India (GSI) inventory,NG/MON/83N01/2017/4,,GSI:15192,1.0,GSI,False,SOURCE,HIGH,26.778_95.069,,False,,OBJECTID=15192
,,,,,,,,,,,,,,,,,,,,,,,,,95.069361,26.777056,LandslideGuard_Project_Master,,,,26.777056,95.069361,26.777056,95.069361,True,26.777,95.069,,IND-INV-025978,INVENTORY,,,unknown,Nagaland,Mon,,,Rainfall,Debris,Slide,Active,80.0,,Geological Survey of India (GSI) inventory,NG/MON/83N01/2017/3,,GSI:15191,1.0,GSI,False,SOURCE,HIGH,26.777_95.069,,False,,OBJECTID=15191
,,,,,,,,,,,,,,,,,,,,,,,,,95.069944,26.784222,LandslideGuard_Project_Master,,,,26.784222,95.069944,26.784222,95.069944,True,26.784,95.07,,IND-INV-025979,INVENTORY,,,unknown,Nagaland,Mon,,,Anthropogenic,Soil,Slide,Active,75.0,,Geological Survey of India (GSI) inventory,NG/MON/83N01/2017/5,,GSI:15227,1.0,GSI,False,SOURCE,HIGH,26.784_95.070,,False,,OBJECTID=15227
,,,,,,,,,,,,,,,,,,,,,,,,,95.068194,26.788611,LandslideGuard_Project_Master,,,,26.788611,95.068194,26.788611,95.068194,True,26.789,95.068,,IND-INV-025980,INVENTORY,,,unknown,Nagaland,Mon,,,Rainfall,Debris,Slide,Active,96.0,,Geological Survey of India (GSI) inventory,NG/MON/83N01/2017/29,,GSI:15084,1.0,GSI,False,SOURCE,HIGH,26.789_95.068,,False,,OBJECTID=15084
,,,,,,,,,,,,,,,,,,,,,,,,,95.068361,26.78825,LandslideGuard_Project_Master,,,,26.78825,95.068361,26.78825,95.068361,True,26.788,95.068,,IND-INV-025981,INVENTORY,,,unknown,Nagaland,Mon,,,Rainfall,Debris,Slide,Active,15.0,,Geological Survey of India (GSI) inventory,NG/MON/83N01/2017/28,,GSI:15683,1.0,GSI,False,SOURCE,HIGH,26.788_95.068,,False,,OBJECTID=15683
,,,,,,,,,,,,,,,,,,,,,,,,,95.068917,26.787333,LandslideGuard_Project_Master,,,,26.787333,95.068917,26.787333,95.068917,True,26.787,95.069,,IND-INV-025982,INVENTORY,,,unknown,Nagaland,Mon,,,Rainfall,Debris,Slide,Active,80.0,,Geological Survey of India (GSI) inventory,NG/MON/83N01/2017/27,,GSI:15486,1.0,GSI,False,SOURCE,HIGH,26.787_95.069,,False,,OBJECTID=15486
,,,,,,,,,,,,,,,,,,,,,,,,,95.068972,26.78725,LandslideGuard_Project_Master,,,,26.78725,95.068972,26.78725,95.068972,True,26.787,95.069,,IND-INV-025983,INVENTORY,,,unknown,Nagaland,Mon,,,Rainfall,Debris,Slide,Active,48.0,,Geological Survey of India (GSI) inventory,NG/MON/83N01/2017/26,,GSI:15485,1.0,GSI,False,SOURCE,HIGH,26.787_95.069,,False,,OBJECTID=15485
,,,,,,,,,,,,,,,,,,,,,,,,,95.071222,26.786972,LandslideGuard_Project_Master,,,,26.786972,95.071222,26.786972,95.071222,True,26.787,95.071,,IND-INV-025984,INVENTORY,,,unknown,Nagaland,Mon,,,Rainfall,Debris,Slide,Active,80.0,,Geological Survey of India (GSI) inventory,NG/MON/83N01/2017/24,,GSI:15483,1.0,GSI,False,SOURCE,HIGH,26.787_95.071,,False,,OBJECTID=15483
,,,,,,,,,,,,,,,,,,,,,,,,,95.070083,26.787,LandslideGuard_Project_Master,,,,26.787,95.070083,26.787,95.070083,True,26.787,95.07,,IND-INV-025985,INVENTORY,,,unknown,Nagaland,Mon,,,Rainfall,Rock,Slide,Active,96.0,,Geological Survey of India (GSI) inventory,NG/MON/83N01/2017/25,,GSI:15484,1.0,GSI,False,SOURCE,HIGH,26.787_95.070,,False,,OBJECTID=15484
,,,,,,,,,,,,,,,,,,,,,,,,,95.072222,26.784694,LandslideGuard_Project_Master,,,,26.784694,95.072222,26.784694,95.072222,True,26.785,95.072,,IND-INV-025986,INVENTORY,,,unknown,Nagaland,Mon,,,Rainfall,Debris,Slide,Active,180.0,,Geological Survey of India (GSI) inventory,NG/MON/83N01/2017/8,,GSI:15230,1.0,GSI,False,SOURCE,HIGH,26.785_95.072,,False,,OBJECTID=15230
,,,,,,,,,,,,,,,,,,,,,,,,,95.071861,26.7855,LandslideGuard_Project_Master,,,,26.7855,95.071861,26.7855,95.071861,True,26.786,95.072,,IND-INV-025987,INVENTORY,,,unknown,Nagaland,Mon,,,Rainfall,Rock,Slide,Active,100.0,,Geological Survey of India (GSI) inventory,NG/MON/83N01/2017/22,,GSI:15481,1.0,GSI,False,SOURCE,HIGH,26.785_95.072,,False,,OBJECTID=15481
,,,,,,,,,,,,,,,,,,,,,,,,,95.071889,26.785722,LandslideGuard_Project_Master,,,,26.785722,95.071889,26.785722,95.071889,True,26.786,95.072,,IND-INV-025988,INVENTORY,,,unknown,Nagaland,Mon,,,Rainfall,Rock,Slide,Active,35.0,,Geological Survey of India (GSI) inventory,NG/MON/83N01/2017/23,,GSI:15482,1.0,GSI,False,SOURCE,HIGH,26.786_95.072,,False,,OBJECTID=15482
,,,,,,,,,,,,,,,,,,,,,,,,,95.070556,26.785222,LandslideGuard_Project_Master,,,,26.785222,95.070556,26.785222,95.070556,True,26.785,95.071,,IND-INV-025989,INVENTORY,,,unknown,Nagaland,Mon,,,Rainfall,Debris,Slide,Active,270.0,,Geological Survey of India (GSI) inventory,NG/MON/83N01/2017/6,,GSI:15228,1.0,GSI,False,SOURCE,HIGH,26.785_95.071,,False,,OBJECTID=15228
,,,,,,,,,,,,,,,,,,,,,,,,,95.070833,26.784806,LandslideGuard_Project_Master,,,,26.784806,95.070833,26.784806,95.070833,True,26.785,95.071,,IND-INV-025990,INVENTORY,,,unknown,Nagaland,Mon,,,Rainfall,Debris,Slide,Active,80.0,,Geological Survey of India (GSI) inventory,NG/MON/83N01/2017/7,,GSI:15229,1.0,GSI,False,SOURCE,HIGH,26.785_95.071,,False,,OBJECTID=15229
,,,,,,,,,,,,,,,,,,,,,,,,,95.072722,26.794472,LandslideGuard_Project_Master,,,,26.794472,95.072722,26.794472,95.072722,True,26.794,95.073,,IND-INV-025991,INVENTORY,,,unknown,Nagaland,Mon,,,Rainfall,Debris,Slide,Active,48.0,,Geological Survey of India (GSI) inventory,NG/MON/83N01/2017/31,,GSI:15086,1.0,GSI,False,SOURCE,HIGH,26.794_95.073,,False,,OBJECTID=15086
,,,,,,,,,,,,,,,,,,,,,,,,,95.072861,26.794056,LandslideGuard_Project_Master,,,,26.794056,95.072861,26.794056,95.072861,True,26.794,95.073,,IND-INV-025992,INVENTORY,,,unknown,Nagaland,Mon,,,Rainfall,Debris,Slide,Active,48.0,,Geological Survey of India (GSI) inventory,NG/MON/83N01/2017/30,,GSI:15085,1.0,GSI,False,SOURCE,HIGH,26.794_95.073,,False,,OBJECTID=15085
,,,,,,,,,,,,,,,,,,,,,,,,,95.003722,26.804028,LandslideGuard_Project_Master,,,,26.804028,95.003722,26.804028,95.003722,True,26.804,95.004,,IND-INV-025993,INVENTORY,,,unknown,Nagaland,Mon,,,Anthropogenic,Soil,Slide,Active,150.0,,Geological Survey of India (GSI) inventory,NG/MON/83N01/2017/69,,GSI:15211,1.0,GSI,False,SOURCE,HIGH,26.804_95.004,,False,,OBJECTID=15211
,,,,,,,,,,,,,,,,,,,,,,,,,95.009028,26.782472,LandslideGuard_Project_Master,,,,26.782472,95.009028,26.782472,95.009028,True,26.782,95.009,,IND-INV-025994,INVENTORY,,,unknown,Nagaland,Mon,,,Anthropogenic,Rock,Slide,Inactive,120.0,,Geological Survey of India (GSI) inventory,NG/MON/83N01/2017/70,,GSI:15212,1.0,GSI,False,SOURCE,HIGH,26.782_95.009,,False,,OBJECTID=15212
,,,,,,,,,,,,,,,,,,,,,,,,,95.020361,26.777056,LandslideGuard_Project_Master,,,,26.777056,95.020361,26.777056,95.020361,True,26.777,95.02,,IND-INV-025995,INVENTORY,,,unknown,Nagaland,Mon,,,Anthropogenic,Rock,Slide,Inactive,600.0,,Geological Survey of India (GSI) inventory,NG/MON/83N01/2017/71,,GSI:15213,1.0,GSI,False,SOURCE,HIGH,26.777_95.020,,False,,OBJECTID=15213
,,,,,,,,,,,,,,,,,,,,,,,,,95.040389,26.727889,LandslideGuard_Project_Master,,,,26.727889,95.040389,26.727889,95.040389,True,26.728,95.04,,IND-INV-025996,INVENTORY,,,unknown,Nagaland,Mon,,,Rainfall,Soil,Slide,Active,160.0,,Geological Survey of India (GSI) inventory,NG/MON/83N2/2017/13,,GSI:15546,1.0,GSI,False,SOURCE,HIGH,26.728_95.040,,False,,OBJECTID=15546
,,,,,,,,,,,,,,,,,,,,,,,,,95.042833,26.724278,LandslideGuard_Project_Master,,,,26.724278,95.042833,26.724278,95.042833,True,26.724,95.043,,IND-INV-025997,INVENTORY,,,unknown,Nagaland,Mon,,,Rainfall,Soil,Slide,Active,100.0,,Geological Survey of India (GSI) inventory,NG/MON/83N2/2017/11,,GSI:15544,1.0,GSI,False,SOURCE,HIGH,26.724_95.043,,False,,OBJECTID=15544
,,,,,,,,,,,,,,,,,,,,,,,,,95.042833,26.724278,LandslideGuard_Project_Master,,,,26.724278,95.042833,26.724278,95.042833,True,26.724,95.043,,IND-INV-025998,INVENTORY,,,unknown,Nagaland,Mon,,,Rainfall,Soil,Slide,Active,15.0,,Geological Survey of India (GSI) inventory,NG/MON/83N2/2017/12,,GSI:15545,1.0,GSI,False,SOURCE,HIGH,26.724_95.043,,False,,OBJECTID=15545
,,,,,,,,,,,,,,,,,,,,,,,,,95.043361,26.722722,LandslideGuard_Project_Master,,,,26.722722,95.043361,26.722722,95.043361,True,26.723,95.043,,IND-INV-025999,INVENTORY,,,unknown,Nagaland,Mon,,,Rainfall,Soil,Slide,Active,120.0,,Geological Survey of India (GSI) inventory,NG/MON/83N2/2017/10,,GSI:15543,1.0,GSI,False,SOURCE,HIGH,26.723_95.043,,False,,OBJECTID=15543
,,,,,,,,,,,,,,,,,,,,,,,,,95.033056,26.727722,LandslideGuard_Project_Master,,,,26.727722,95.033056,26.727722,95.033056,True,26.728,95.033,,IND-INV-026000,INVENTORY,,,unknown,Nagaland,Mon,,,Anthropogenic,Debris,Slide,Reactivated,17500.0,,Geological Survey of India (GSI) inventory,NG/MON/83N2/2017/1,,GSI:14559,1.0,GSI,False,SOURCE,HIGH,26.728_95.033,,False,,OBJECTID=14559
,,,,,,,,,,,,,,,,,,,,,,,,,95.032306,26.728556,LandslideGuard_Project_Master,,,,26.728556,95.032306,26.728556,95.032306,True,26.729,95.032,,IND-INV-026001,INVENTORY,,,unknown,Nagaland,Mon,,,Rainfall,Debris,Slide,Active,2500.0,,Geological Survey of India (GSI) inventory,NG/MON/83N2/2017/3,,GSI:14561,1.0,GSI,False,SOURCE,HIGH,26.729_95.032,,False,,OBJECTID=14561
,,,,,,,,,,,,,,,,,,,,,,,,,95.031944,26.728556,LandslideGuard_Project_Master,,,,26.728556,95.031944,26.728556,95.031944,True,26.729,95.032,,IND-INV-026002,INVENTORY,,,unknown,Nagaland,Mon,,,Rainfall,Debris,Slide,Active,2400.0,,Geological Survey of India (GSI) inventory,NG/MON/83N2/2017/2,,GSI:14560,1.0,GSI,False,SOURCE,HIGH,26.729_95.032,,False,,OBJECTID=14560
,,,,,,,,,,,,,,,,,,,,,,,,,95.031194,26.72875,LandslideGuard_Project_Master,,,,26.72875,95.031194,26.72875,95.031194,True,26.729,95.031,,IND-INV-026003,INVENTORY,,,unknown,Nagaland,Mon,,,Rainfall,Debris,Slide,Active,50.0,,Geological Survey of India (GSI) inventory,NG/MON/83N2/2017/14,,GSI:15547,1.0,GSI,False,SOURCE,HIGH,26.729_95.031,,False,,OBJECTID=15547
,,,,,,,,,,,,,,,,,,,,,,,,,95.027278,26.726667,LandslideGuard_Project_Master,,,,26.726667,95.027278,26.726667,95.027278,True,26.727,95.027,,IND-INV-026004,INVENTORY,,,unknown,Nagaland,Mon,,,Rainfall,Soil,Slide,Active,150.0,,Geological Survey of India (GSI) inventory,NG/MON/83N2/2017/8,,GSI:15541,1.0,GSI,False,SOURCE,HIGH,26.727_95.027,,False,,OBJECTID=15541
,,,,,,,,,,,,,,,,,,,,,,,,,95.029889,26.728167,LandslideGuard_Project_Master,,,,26.728167,95.029889,26.728167,95.029889,True,26.728,95.03,,IND-INV-026005,INVENTORY,,,unknown,Nagaland,Mon,,,Rainfall,Soil,Slide,Active,108.0,,Geological Survey of India (GSI) inventory,NG/MON/83N2/2017/15,,GSI:15576,1.0,GSI,False,SOURCE,HIGH,26.728_95.030,,False,,OBJECTID=15576
