source_name,source_link,event_id,event_date,event_title,event_description,location_description,location_accuracy,landslide_category,landslide_trigger,landslide_size,landslide_setting,fatality_count,injury_count,event_import_source,event_import_id,country_name,country_code,admin_division_name,admin_division_population,gazeteer_closest_point,gazeteer_distance,submitted_date,created_date,last_edited_date,longitude,latitude,dataset_source,original_event_date,event_date_standardized,event_date_only,original_latitude,original_longitude,latitude_standardized,longitude_standardized,coordinates_valid,latitude_compare,longitude_compare,date_compare,master_id,record_type,event_year,event_month,date_precision,state,district,location_name,initiation_year,triggering_factor,material_type,movement_type,activity,landslide_area,persons_death,source,source_event_id,source_record_url,source_records,source_count,coordinate_source,coordinate_inherited,match_confidence,data_quality,dedup_key,duplicate_group_id,is_duplicate,duplicate_of,notes,elevation,slope,aspect,soil_id,landcover_class,all_features_available
,,,,,,,,,,,,,,,,,,,,,,,,,94.432472,25.854278,LandslideGuard_Project_Master,,,,25.854278,94.432472,25.854278,94.432472,True,25.854,94.432,,IND-INV-024017,INVENTORY,,,unknown,Nagaland,Zunheboto,,,Rainfall,Rock,Fall,Reactivated,2000.0,,Geological Survey of India (GSI) inventory,NAG/ZUN/83K5/2016/019,,GSI:9665,1.0,GSI,False,SOURCE,HIGH,25.854_94.432,,False,,OBJECTID=9665,1774.2444,43.35583,263.10098,4276,10,True
,,,,,,,,,,,,,,,,,,,,,,,,,92.597111,23.784278,LandslideGuard_Project_Master,,,,23.784278,92.597111,23.784278,92.597111,True,23.784,92.597,,IND-INV-028980,INVENTORY,2016.0,,year,Mizoram,Mamit,,2016.0,Rainfall,Debris,Slide,Suspended,2.5,,Geological Survey of India (GSI) inventory,MIZ/AIZ/84A09/2016/93,,GSI:11008,1.0,GSI,False,SOURCE,HIGH,23.784_92.597,,False,,OBJECTID=11008,411.67963,23.331974,34.869167,3665,10,True
,,,,,,,,,,,,,,,,,,,,,,,,,93.020859,23.959278,LandslideGuard_Project_Master,,,,23.959278,93.020859,23.959278,93.020859,True,23.959,93.021,,IND-INV-028859,INVENTORY,,,unknown,Mizoram,Aizawl,,,Rainfall,Debris,Slide,Active,0.0,,Geological Survey of India (GSI) inventory,MZ/AIZ/84E01/2017/63,,GSI:17868,1.0,GSI,False,SOURCE,HIGH,23.959_93.021,,False,,OBJECTID=17868,870.59827,39.20751,197.63988,4301,10,True
,,,,,,,,,,,,,,,,,,,,,,,,,93.156387,23.791277,LandslideGuard_Project_Master,,,,23.791277,93.156387,23.791277,93.156387,True,23.791,93.156,,IND-INV-028796,INVENTORY,,,unknown,Mizoram,Champhai,,,Rainfall,Debris,Slide,Reactivated,0.0,,Geological Survey of India (GSI) inventory,MZ/CHA/84E01/2017/15,,GSI:16924,1.0,GSI,False,SOURCE,HIGH,23.791_93.156,,False,,OBJECTID=16924,659.00726,35.370373,111.386284,4301,10,True
timesofindia.indiatimes,http://timesofindia.indiatimes.com/india/13-killed-as-rains-wrack-havoc-in-north-and-eastern-India-/articleshow/6532367.cms,2405.0,9/9/2010 23:00,"Mossing(Mosing) village(?), Upper Siang district, Arunachal Pradesh","Sep 10, 2010, 09.40pm IST  NEW DELHI: Thirteen people were killed as heavy monsoon rains wracked havoc in north and east India, triggering landslides and inundating lakhs of acres of farmland on Friday.  At least eight people were buried alive under the debris following massive landslides triggered by incessant rains in Arunachal Pradesh.  Upper Siang district remained cut off after a vital bridge connecting the area with other places was badly damaged due to flash floods and landslides.  ","Mossing(Mosing) village(?), Upper Siang district, Arunachal Pradesh",unknown,landslide,downpour,medium,unknown,10.0,0.0,glc,2405.0,India,IN,Arunāchal Pradesh,25581.0,Pāsighāt,27.57255,4/1/2014 0:00,11/20/2017 15:17,2/15/2018 15:51,95.4112,28.3036,India_Media_Catalog,9/9/2010 23:00,2010-09-09 23:00:00,2010-09-09,28.3036,95.4112,28.3036,95.4112,True,28.304,95.411,2010-09-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1800.0016,48.01811,112.00716,11864,10,True
,,,,,,,,,,,,,,,,,,,,,,,,,88.695194,27.629361,LandslideGuard_Project_Master,,,,27.629361,88.695194,27.629361,88.695194,True,27.629,88.695,,IND-INV-020815,INVENTORY,,,unknown,Sikkim,North Sikkim,,,Rainfall,Debris,Slide,Dormant,2400.0,,Geological Survey of India (GSI) inventory,SKM/NS/78A10/2017/202,,GSI:12448,1.0,GSI,False,SOURCE,HIGH,27.629_88.695,,False,,OBJECTID=12448,2063.2563,43.19793,175.76129,3662,10,True
,,,,,,,,,,,,,,,,,,,,,,,,,94.782333,26.234778,LandslideGuard_Project_Master,,,,26.234778,94.782333,26.234778,94.782333,True,26.235,94.782,,IND-INV-023759,INVENTORY,,,unknown,Nagaland,Tuensang,,,Rainfall,Earth,Slide,Reactivated,1050.0,,Geological Survey of India (GSI) inventory,NAG/TUN/83J16/2016/0044,,GSI:9756,1.0,GSI,False,SOURCE,HIGH,26.235_94.782,,False,,OBJECTID=9756,1655.4851,29.32699,7.511175,4276,50,True
,,,,,,,,,,,,,,,,,,,,,,,,,93.1,24.24,LandslideGuard_Project_Master,,,,24.24,93.1,24.24,93.1,True,24.24,93.1,,IND-INV-028238,INVENTORY,,,unknown,Manipur,Pherzawl,,,Rainfall,Debris,Slide,Stabilized,80.0,,Geological Survey of India (GSI) inventory,MN/PZL/83H04/2020/3,,GSI:27715,1.0,GSI,False,SOURCE,HIGH,24.240_93.100,,False,,OBJECTID=27715,797.1393,16.600296,220.49167,4301,10,True
,,,,,,,,,,,,,,,,,,,,,,,,,94.541667,25.069806,LandslideGuard_Project_Master,,,,25.069806,94.541667,25.069806,94.541667,True,25.07,94.542,,IND-INV-024366,INVENTORY,,,unknown,Manipur,Ukhrul,,,Rainfall,Debris,Slide,Active,1575.0,,Geological Survey of India (GSI) inventory,MN/UKH/83K12/2017/8,,GSI:14575,1.0,GSI,False,SOURCE,HIGH,25.070_94.542,,False,,OBJECTID=14575,1579.8729,26.029932,347.42194,4301,10,True
,,,,,,,,,,,,,,,,,,,,,,,,,94.50975,25.313,LandslideGuard_Project_Master,,,,25.313,94.50975,25.313,94.50975,True,25.313,94.51,,IND-INV-024434,INVENTORY,,,unknown,Manipur,Ukhrul,,,Rainfall,Debris,Slide,Active,150.0,,Geological Survey of India (GSI) inventory,MN/UKH/83K11/2017/2,,GSI:15521,1.0,GSI,False,SOURCE,HIGH,25.313_94.510,,False,,OBJECTID=15521,1417.685,33.11,143.11855,4301,30,True
,,,,,,,,,,,,,,,,,,,,,,,,,94.8175,26.258889,LandslideGuard_Project_Master,,,,26.258889,94.8175,26.258889,94.8175,True,26.259,94.818,,IND-INV-023778,INVENTORY,,,unknown,Nagaland,Tuensang,,,"Rainfall, Anthropogenic",Rock,Slide,Reactivated,5250.0,,Geological Survey of India (GSI) inventory,NG/TUE/83J15/2017/14,,GSI:14998,1.0,GSI,False,SOURCE,HIGH,26.259_94.817,,False,,OBJECTID=14998,1346.5435,16.747177,71.63729,4276,10,True
,,,,,,,,,,,,,,,,,,,,,,,,,94.426,25.603,LandslideGuard_Project_Master,,,,25.603,94.426,25.603,94.426,True,25.603,94.426,,IND-INV-024065,INVENTORY,,,unknown,Nagaland,Phek,,,,Debris,Subsidence,Active,2623.0,,Geological Survey of India (GSI) inventory,NG/PHE/83K6/2015/258,,GSI:7509,1.0,GSI,False,SOURCE,HIGH,25.603_94.426,,False,,OBJECTID=7509,833.13855,24.032509,106.12193,4276,30,True
,,,,,,,,,,,,,,,,,,,,,,,,,89.575733,26.764622,LandslideGuard_Project_Master,,,,26.764622,89.575733,26.764622,89.575733,True,26.765,89.576,,IND-INV-020525,INVENTORY,2010.0,,year,West Bengal,Jalpaiguri,,2010.0,Rainfall,Debris,Slide,Active,2184.0,,Geological Survey of India (GSI) inventory,WB/JAL/78F09/2015/868,,GSI:12811,1.0,GSI,False,SOURCE,HIGH,26.765_89.576,,False,,OBJECTID=12811,778.2631,31.381008,302.49472,3849,10,True
,,,,,,,,,,,,,,,,,,,,,,,,,94.567111,24.919917,LandslideGuard_Project_Master,,,,24.919917,94.567111,24.919917,94.567111,True,24.92,94.567,,IND-INV-024300,INVENTORY,,,unknown,Manipur,Kamjong,,,Anthropogenic,Soil,Slide,Active,75.0,,Geological Survey of India (GSI) inventory,MN/KAM/83L09/2017/39,,GSI:15042,1.0,GSI,False,SOURCE,HIGH,24.920_94.567,,False,,OBJECTID=15042,1168.3134,35.65635,183.0835,4301,10,True
,,,,,,,,,,,,,,,,,,,,,,,,,92.702889,23.744972,LandslideGuard_Project_Master,,,,23.744972,92.702889,23.744972,92.702889,True,23.745,92.703,,IND-INV-029010,INVENTORY,,,unknown,Mizoram,Aizawl,,,Rainfall,Rock,Slide,Stabilized,1485.0,,Geological Survey of India (GSI) inventory,MZ/AIZ/84A10/2015/221,,GSI:11530,1.0,GSI,False,SOURCE,HIGH,23.745_92.703,,False,,OBJECTID=11530,837.9518,32.37588,344.0818,3665,10,True
,,,,,,,,,,,,,,,,,,,,,,,,,88.508,27.182111,LandslideGuard_Project_Master,,,,27.182111,88.508,27.182111,88.508,True,27.182,88.508,,IND-INV-021694,INVENTORY,,,unknown,Sikkim,East Sikkim,,,Rainfall,Rock,Slide,Active,500.0,,Geological Survey of India (GSI) inventory,SKM/ES/78A12/2015/144,,GSI:10164,1.0,GSI,False,SOURCE,HIGH,27.182_88.508,,False,,OBJECTID=10164,368.08585,49.739693,255.35275,3662,10,True
,,,,,,,,,,,,,,,,,,,,,,,,,94.114,25.622,LandslideGuard_Project_Master,,,,25.622,94.114,25.622,94.114,True,25.622,94.114,,IND-INV-025199,INVENTORY,,,unknown,Nagaland,Kohima,,,Heavy rainfall,Debris,Composite,Active,48000.0,,Geological Survey of India (GSI) inventory,NG/KOH/83K2/2015/230,,GSI:7320,1.0,GSI,False,SOURCE,HIGH,25.622_94.114,,False,,OBJECTID=7320,1628.0405,31.757372,93.72178,4276,30,True
,,,,,,,,,,,,,,,,,,,,,,,,,91.022019,25.611361,LandslideGuard_Project_Master,,,,25.611361,91.022019,25.611361,91.022019,True,25.611,91.022,,IND-INV-026702,INVENTORY,,,unknown,Meghalaya,West Khasi Hills,0.6 km NE of Langumshing,,Rainfall,Debris,Slide,Suspended,120.0,,Geological Survey of India (GSI) inventory,MG/WKH/78O02/2017/98,,GSI:20131,1.0,GSI,False,SOURCE,HIGH,25.611_91.022,,False,,OBJECTID=20131,932.9705,16.88656,220.48541,3647,10,True
,,,,,,,,,,,,,,,,,,,,,,,,,88.711694,27.638694,LandslideGuard_Project_Master,,,,27.638694,88.711694,27.638694,88.711694,True,27.639,88.712,,IND-INV-020811,INVENTORY,,,unknown,Sikkim,North Sikkim,,,Rainfall,Debris,Slide,Active,8400.0,,Geological Survey of India (GSI) inventory,SKM/NS/78A10/2017/204,,GSI:12450,1.0,GSI,False,SOURCE,HIGH,27.639_88.712,,False,,OBJECTID=12450,2293.7913,22.017595,114.05709,3717,10,True
,,,,,,,,,,,,,,,,,,,,,,,,,92.61,22.18,LandslideGuard_Project_Master,,,,22.18,92.61,22.18,92.61,True,22.18,92.61,,IND-INV-029753,INVENTORY,2019.0,,year,Mizoram,Lawngtlai,Chhippui to Parva road slide 1,2019.0,Rainfall,Rock,Slide,Active,0.0,,Geological Survey of India (GSI) inventory,MZ/LAW/84B12/2020/19,,GSI:28358,1.0,GSI,False,SOURCE,HIGH,22.180_92.610,,False,,OBJECTID=28358,211.34685,9.065468,121.03112,3665,10,True
,,,,,,,,,,,,,,,,,,,,,,,,,93.315313,23.075896,LandslideGuard_Project_Master,,,,23.075896,93.315313,23.075896,93.315313,True,23.076,93.315,,IND-INV-030366,INVENTORY,,,unknown,Mizoram,Champhai,,,Rainfall and Anthropogenic,Debris,Slide,Active,0.0,,Geological Survey of India (GSI) inventory,MZ/CHA/84E08/2017/43,,GSI:16060,1.0,GSI,False,SOURCE,HIGH,23.076_93.315,,False,,OBJECTID=16060,1094.571,41.915043,76.54727,4301,30,True
,,,,,,,,,,,,,,,,,,,,,,,,,95.071889,26.785722,LandslideGuard_Project_Master,,,,26.785722,95.071889,26.785722,95.071889,True,26.786,95.072,,IND-INV-025988,INVENTORY,,,unknown,Nagaland,Mon,,,Rainfall,Rock,Slide,Active,35.0,,Geological Survey of India (GSI) inventory,NG/MON/83N01/2017/23,,GSI:15482,1.0,GSI,False,SOURCE,HIGH,26.786_95.072,,False,,OBJECTID=15482,865.43274,21.779898,91.52565,4276,10,True
,,,,,,,,,,,,,,,,,,,,,,,,,93.12083,25.65167,LandslideGuard_Project_Master,,,,25.65167,93.12083,25.65167,93.12083,True,25.652,93.121,,IND-INV-027542,INVENTORY,2014.0,,year,Assam,Dima Hasao,,2014.0,,Earth,Slide,Active,678.0,,Geological Survey of India (GSI) inventory,AS/DIM/83G2/2015/02,,GSI:4918,1.0,GSI,False,SOURCE,HIGH,25.652_93.121,,False,,OBJECTID=4918,342.1542,15.424828,333.89948,4255,10,True
,,,,,,,,,,,,,,,,,,,,,,,,,88.5205,27.035111,LandslideGuard_Project_Master,,,,27.035111,88.5205,27.035111,88.5205,True,27.035,88.52,,IND-INV-021527,INVENTORY,2015.0,,year,West Bengal,Darjeeling,,2015.0,Rainfall,Rock,Slide,Dormant,300.0,,Geological Survey of India (GSI) inventory,WB/DAR/78A12/2015/1307,,GSI:12994,1.0,GSI,False,SOURCE,HIGH,27.035_88.520,,False,,OBJECTID=12994,938.95886,29.980902,350.6422,3850,10,True
,,,,,,,,,,,,,,,,,,,,,,,,,94.611953,28.133963,LandslideGuard_Project_Master,,,,28.133963,94.611953,28.133963,94.611953,True,28.134,94.612,,IND-INV-023034,INVENTORY,,,unknown,Arunachal Pradesh,West Siang,Yomcha-Aalo Road Slide,,"Rainfall, Anthropogenic",Rock-cum-Debris,Slide,Active,4000.0,NIL,Geological Survey of India (GSI) inventory,AR/WSI/82L12/2021/12,,GSI:25017,1.0,GSI,False,SOURCE,HIGH,28.134_94.612,,False,,OBJECTID=25017,946.2665,46.818302,196.57538,11839,10,True
,,,,,,,,,,,,,,,,,,,,,,,,,93.017,25.159333,LandslideGuard_Project_Master,,,,25.159333,93.017,25.159333,93.017,True,25.159,93.017,,IND-INV-027759,INVENTORY,2016.0,,year,Assam,Dima Hasao,Gadhi Rojai Slide,2016.0,Heavy rainfall,Earth,Slide,Active,60.0,,Geological Survey of India (GSI) inventory,ASM/DH/83G4/2016/30,,GSI:13775,1.0,GSI,False,SOURCE,HIGH,25.159_93.017,,False,,OBJECTID=13775,680.9948,5.3294125,42.26265,4276,10,True
,,,,,,,,,,,,,,,,,,,,,,,,,93.55,24.33,LandslideGuard_Project_Master,,,,24.33,93.55,24.33,93.55,True,24.33,93.55,,IND-INV-028328,INVENTORY,,,unknown,Manipur,Churachandpur,,,Rainfall,Debris,Slide,Active,440.0,,Geological Survey of India (GSI) inventory,MN/CCP/83H11/2020/23,,GSI:27787,1.0,GSI,False,SOURCE,HIGH,24.330_93.550,,False,,OBJECTID=27787,1024.3303,22.228699,284.30203,4301,10,True
,,,,,,,,,,,,,,,,,,,,,,,,,92.62,22.22,LandslideGuard_Project_Master,,,,22.22,92.62,22.22,92.62,True,22.22,92.62,,IND-INV-029731,INVENTORY,,,unknown,Mizoram,Lawngtlai,Chhippui slide,,Rainfall,Debris,Slide,Active,0.0,,Geological Survey of India (GSI) inventory,MZ/LAW/84B12/2020/7,,GSI:28346,1.0,GSI,False,SOURCE,HIGH,22.220_92.620,,False,,OBJECTID=28346,199.42604,15.516054,201.12335,3665,10,True
,,,,,,,,,,,,,,,,,,,,,,,,,91.737944,25.568056,LandslideGuard_Project_Master,,,,25.568056,91.737944,25.568056,91.737944,True,25.568,91.738,,IND-INV-026943,INVENTORY,2016.0,,year,Meghalaya,West Khasi Hills,Pyrda village slide1,2016.0,Rainfall,Rock,Slide,Active,300.0,,Geological Survey of India (GSI) inventory,MEG/WKH/78O10/2016/11,,GSI:10140,1.0,GSI,False,SOURCE,HIGH,25.568_91.738,,False,,OBJECTID=10140,1699.2373,18.252005,70.72656,3647,30,True
www.nagalandpost.com,http://www.nagalandpost.com/channelnews/state/StateNews.aspx?news=TkVXUzEwMDA0NjAwNw%3D%3D-%2FtfIAOw1uMk%3D,4906.0,6/7/2013 0:00,"Helipong-Chessore Road, Nagaland","Chessore Area GBÕs Union (CAGBU) has expressed gratitude to parliamentary secretary CAWD R. Tohanba for deploying his own excavator and men for clearing up the landslide along Helipong-Chessore road. The road was blockade due to heavy landslide since early June 2013. Following the clearance of landslide, vehicles can now pass through this road. In a press release, CAGBU general secretary R. Ramji and vice president S. Neoji also appealed to the department  of PWD (R& B) to look after the road condition of Helipong- Chessore for the welfare of the general public","Helipong-Chessore Road, Nagaland",10km,landslide,unknown,medium,unknown,0.0,0.0,glc,4906.0,India,IN,Nāgāland,33748.0,Tuensang,20.17679,4/1/2014 0:00,11/20/2017 15:17,2/15/2018 15:51,94.7499,26.0977,India_Media_Catalog,6/7/2013 0:00,2013-06-07 00:00:00,2013-06-07,26.0977,94.7499,26.0977,94.7499,True,26.098,94.75,2013-06-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1552.9933,6.022054,259.79678,4276,10,True
,,,,,,,,,,,,,,,,,,,,,,,,,94.073306,25.832333,LandslideGuard_Project_Master,,,,25.832333,94.073306,25.832333,94.073306,True,25.832,94.073,,IND-INV-025553,INVENTORY,,,unknown,Nagaland,Kohima,,,Rainfall,Debris,Slide,Active,450.0,,Geological Survey of India (GSI) inventory,NAG/KOH/83K1/2016/075,,GSI:10695,1.0,GSI,False,SOURCE,HIGH,25.832_94.073,,False,,OBJECTID=10695,750.1483,30.12087,245.70445,4276,10,True
,,,,,,,,,,,,,,,,,,,,,,,,,94.730417,27.821889,LandslideGuard_Project_Master,,,,27.821889,94.730417,27.821889,94.730417,True,27.822,94.73,,IND-INV-026081,INVENTORY,,,unknown,Arunachal Pradesh,West Siang,Ego- Basar road slide 1,,Rainfall and anthropogenic activity,Debris,Slide,Active,2400.0,--,Geological Survey of India (GSI) inventory,AP/WSG/83I09/2021/95,,GSI:30794,1.0,GSI,False,SOURCE,HIGH,27.822_94.730,,False,,OBJECTID=30794,636.6906,20.240509,200.00072,11790,10,True
,,,,,,,,,,,,,,,,,,,,,,,,,93.166359,23.801001,LandslideGuard_Project_Master,,,,23.801001,93.166359,23.801001,93.166359,True,23.801,93.166,,IND-INV-028802,INVENTORY,,,unknown,Mizoram,Champhai,,,Rainfall,Debris,Slide,Suspended,0.0,,Geological Survey of India (GSI) inventory,MZ/CHA/84E01/2017/1,,GSI:17770,1.0,GSI,False,SOURCE,HIGH,23.801_93.166,,False,,OBJECTID=17770,568.18176,36.198105,148.53267,4301,10,True
,,,,,,,,,,,,,,,,,,,,,,,,,92.797028,22.850847,LandslideGuard_Project_Master,,,,22.850847,92.797028,22.850847,92.797028,True,22.851,92.797,,IND-INV-030002,INVENTORY,,,unknown,Mizoram,Lunglei,,,Rainfall,Rock,Slide,Active,0.0,,Geological Survey of India (GSI) inventory,MZ/LUN/84B13/2018/54,,GSI:21101,1.0,GSI,False,SOURCE,HIGH,22.851_92.797,,False,,OBJECTID=21101,1191.0216,29.49527,46.256744,3665,10,True
,,,,,,,,,,,,,,,,,,,,,,,,,92.51,24.08,LandslideGuard_Project_Master,,,,24.08,92.51,24.08,92.51,True,24.08,92.51,,IND-INV-029449,INVENTORY,,,unknown,Mizoram,Mamit,Damdial slide,,Rainfall,Earth,Slide,Active,0.0,,Geological Survey of India (GSI) inventory,MZ/KOL/83D12/2020/6,,GSI:28082,1.0,GSI,False,SOURCE,HIGH,24.080_92.510,,False,,OBJECTID=28082,628.0379,22.55416,55.4708,3701,10,True
,,,,,,,,,,,,,,,,,,,,,,,,,94.635525,26.037847,LandslideGuard_Project_Master,,,,26.037847,94.635525,26.037847,94.635525,True,26.038,94.636,,IND-INV-023921,INVENTORY,,,unknown,Nagaland,Zunheboto,,,Rainfall,Rock,Slide,Reactivated,2100.0,,Geological Survey of India (GSI) inventory,NAG/ZUN/83J12/2016/0057,,GSI:9486,1.0,GSI,False,SOURCE,HIGH,26.038_94.636,,False,,OBJECTID=9486,2008.7858,34.37638,249.503,4276,10,True
,,,,,,,,,,,,,,,,,,,,,,,,,92.849403,23.088615,LandslideGuard_Project_Master,,,,23.088615,92.849403,23.088615,92.849403,True,23.089,92.849,,IND-INV-029932,INVENTORY,,,unknown,Mizoram,Lunglei,,,Rainfall,Soil,Slide,Suspended,153.93804,,Geological Survey of India (GSI) inventory,MZ/LUN/84A16/2018/66,,GSI:21091,1.0,GSI,False,SOURCE,HIGH,23.089_92.849,,False,,OBJECTID=21091,797.3857,32.08196,154.46945,4301,10,True
,,,,,,,,,,,,,,,,,,,,,,,,,88.545,27.102,LandslideGuard_Project_Master,,,,27.102,88.545,27.102,88.545,True,27.102,88.545,,IND-INV-021470,INVENTORY,2013.0,,year,West Bengal,Darjeeling,Upper Payung,2013.0,Rainfall,Debris,Slide,Suspended,450.0,,Geological Survey of India (GSI) inventory,WB/DAR/78A12/2015/244,,GSI:10660,1.0,GSI,False,SOURCE,HIGH,27.102_88.545,,False,,OBJECTID=10660,1640.5294,17.05572,176.10535,3662,30,True
,,,,,,,,,,,,,,,,,,,,,,,,,91.882943,25.359922,LandslideGuard_Project_Master,,,,25.359922,91.882943,25.359922,91.882943,True,25.36,91.883,,IND-INV-027110,INVENTORY,,,unknown,Meghalaya,East Khasi Hills,,,Rainfall,Rock,Slide,Suspended,300.0,,Geological Survey of India (GSI) inventory,ME/EKJ/78O15/2015/100,,GSI:9775,1.0,GSI,False,SOURCE,HIGH,25.360_91.883,,False,,OBJECTID=9775,1499.6102,37.576416,184.78035,3649,30,True
,,,,,,,,,,,,,,,,,,,,,,,,,88.533111,27.179056,LandslideGuard_Project_Master,,,,27.179056,88.533111,27.179056,88.533111,True,27.179,88.533,,IND-INV-021690,INVENTORY,,,unknown,Sikkim,East Sikkim,,,Rainfall,Rock,Slide,Active,0.0,,Geological Survey of India (GSI) inventory,SK/EAST/78A12/2015/0221,,GSI:295,1.0,GSI,False,SOURCE,HIGH,27.179_88.533,,False,,OBJECTID=295,371.71207,47.669613,137.00407,3662,60,True
,,,,,,,,,,,,,,,,,,,,,,,,,92.877998,22.482,LandslideGuard_Project_Master,,,,22.482,92.877998,22.482,92.877998,True,22.482,92.878,,IND-INV-030222,INVENTORY,,,unknown,Mizoram,Lawngtlai,,,Rainfall,Debris,Slide,Stabilized,0.0,,Geological Survey of India (GSI) inventory,MZ/LAW/84B15/2018/11,,GSI:21025,1.0,GSI,False,SOURCE,HIGH,22.482_92.878,,False,,OBJECTID=21025,627.44324,10.938262,247.38477,4301,10,True
,,,,,,,,,,,,,,,,,,,,,,,,,92.68,22.26,LandslideGuard_Project_Master,,,,22.26,92.68,22.26,92.68,True,22.26,92.68,,IND-INV-029727,INVENTORY,2019.0,,year,Mizoram,Lawngtlai,Chikhurlui to Vathuampui road slide 3,2019.0,Rainfall,Debris,Slide,Suspended,0.0,,Geological Survey of India (GSI) inventory,MZ/LAW/84B11/2020/64,,GSI:28337,1.0,GSI,False,SOURCE,HIGH,22.260_92.680,,False,,OBJECTID=28337,178.00737,7.8670106,179.40381,3665,10,True
,,,,,,,,,,,,,,,,,,,,,,,,,89.104824,26.852464,LandslideGuard_Project_Master,,,,26.852464,89.104824,26.852464,89.104824,True,26.852,89.105,,IND-INV-021046,INVENTORY,2011.0,,year,West Bengal,Jalpaiguri,,2011.0,Rainfall,Debris,Slide,Active,1020.0,,Geological Survey of India (GSI) inventory,WB/JAL/78F01/2015/1154,,GSI:12899,1.0,GSI,False,SOURCE,HIGH,26.852_89.105,,False,,OBJECTID=12899,293.44852,23.227053,255.63417,3662,10,True
,,,,,,,,,,,,,,,,,,,,,,,,,93.376359,23.391352,LandslideGuard_Project_Master,,,,23.391352,93.376359,23.391352,93.376359,True,23.391,93.376,,IND-INV-028479,INVENTORY,,,unknown,Mizoram,Champhai,,,Rainfall and Anthropogenic,Rock,Fall,Active,0.0,,Geological Survey of India (GSI) inventory,MZ/CHA/84E07/2017/95,,GSI:18155,1.0,GSI,False,SOURCE,HIGH,23.391_93.376,,False,,OBJECTID=18155,1155.6774,25.437927,41.403572,4301,10,True
,,,,,,,,,,,,,,,,,,,,,,,,,92.47375,26.031583,LandslideGuard_Project_Master,,,,26.031583,92.47375,26.031583,92.47375,True,26.032,92.474,,IND-INV-027503,INVENTORY,2014.0,,year,Assam,West Karbi Anglong,Amsoi-Amtrang road slide No.28,2014.0,Rainfall,Earth,Slide,Suspended,84.0,,Geological Survey of India (GSI) inventory,ASM/WKA/83B08/2017/31,,GSI:4882,1.0,GSI,False,SOURCE,HIGH,26.032_92.474,,False,,OBJECTID=4882,242.41882,19.096294,125.92184,3814,10,True
,,,,,,,,,,,,,,,,,,,,,,,,,91.206972,25.53725,LandslideGuard_Project_Master,,,,25.53725,91.206972,25.53725,91.206972,True,25.537,91.207,,IND-INV-026823,INVENTORY,,,unknown,Meghalaya,West Khasi Hills,0.8 km NE of Nongkaniang,,Rainfall,Soil,Slide,Suspended,70.0,,Geological Survey of India (GSI) inventory,MG/WKH/78O02/2017/53,,GSI:20007,1.0,GSI,False,SOURCE,HIGH,25.537_91.207,,False,,OBJECTID=20007,1332.7122,31.19972,350.15906,3647,10,True
,,,,,,,,,,,,,,,,,,,,,,,,,90.833917,25.560028,LandslideGuard_Project_Master,,,,25.560028,90.833917,25.560028,90.833917,True,25.56,90.834,,IND-INV-026862,INVENTORY,,,unknown,Meghalaya,South West Khasi Hills,North of Makalbari,,Rainfall,Soil,Slide,Active,480.0,,Geological Survey of India (GSI) inventory,MG/SWKH/78K14/2018/1,,GSI:22676,1.0,GSI,False,SOURCE,HIGH,25.560_90.834,,False,,OBJECTID=22676,581.45,29.912971,327.83493,3814,10,True
,,,,,,,,,,,,,,,,,,,,,,,,,93.0,22.14,LandslideGuard_Project_Master,,,,22.14,93.0,22.14,93.0,True,22.14,93.0,,IND-INV-030427,INVENTORY,,,unknown,Mizoram,Saiha,South of Laki slide,,Rainfall,Rock,Slide,Suspended,0.0,,Geological Survey of India (GSI) inventory,MZ/SAI/84F04/2020/13,,GSI:28454,1.0,GSI,False,SOURCE,HIGH,22.140_93.000,,False,,OBJECTID=28454,921.2528,20.022026,179.96867,4301,10,True
,,,2020-05-21,,,,,,,,,,,,,,,,,,,,,,91.8827222222222,25.62,LandslideGuard_Project_Master,2020-05-21,,2020-05-21,25.62,91.8827222222222,25.62,91.8827222222222,True,25.62,91.883,2020-05-21,IND-EVT-001355,EVENT,2020.0,5.0,day,Meghalaya,East Khasi Hills,"Mawlai-Umjapung, East Khasi Hills District, Meghalaya",,,,,,,,Kaggle LandslideIncidences,KAGGLE-012,,KaggleLandslideIncidences:12,1.0,Kaggle dataset,False,SOURCE,MEDIUM,2020-05-21_25.620_91.883,,False,,"A landslide occurred at Mawlai-Umjapung about 50 m East of NH-40 on 21st May 2020 around 1:00 pm. It was reported that the landslide had partially buried a house (Lat: 25° 37’ 12” N, Lon: 91° 52’ 57.8” E), when a retaining wall collapsed after incessant rainfall. About 20 m x 15 m area on the gently dipping slope has been affected by the slide. A poorly constructed retaining wall collapsed onto a house destroying it into debris. A family of five people have been rendered homeless. The slope, modified for settlement is composed of a thick overburden of highly oxidised cohesive clayey soil. Incessant and heavy rainfall has led to increase in pore water pressure on the weak retaining wall besides static load due to settlement above the failed portion resulted into the failure.",1254.3376,11.024051,131.73137,3647,50,True
