master_id,record_type,event_date,event_year,event_month,date_precision,latitude,longitude,state,district,location_name,initiation_year,triggering_factor,material_type,movement_type,activity,landslide_area,persons_death,injury_count,source,source_event_id,source_record_url,source_records,source_count,coordinate_source,coordinate_inherited,match_confidence,data_quality,dedup_key,duplicate_group_id,is_duplicate,duplicate_of,notes,record_type_clean
IND-INV-020435,INVENTORY,,,,unknown,25.23908,90.63944,Meghalaya,South Garo hills,Baghmara slide,,,Debris,Slide,,0.0,,,Geological Survey of India (GSI) inventory,MEGH/SGH/78K12/2007/D-21,,GSI:511,1,GSI,False,SOURCE,HIGH,25.239_90.639,,False,,OBJECTID=511,INVENTORY
IND-INV-020436,INVENTORY,,,,unknown,25.39466,90.69083,Meghalaya,South Garo hills,Nengkhra-Nongalbibra road slide,,Anthropogenic,Debris,Slide,Active,117.0,,,Geological Survey of India (GSI) inventory,MG/SGH/78K11/2018/1,,GSI:22463,1,GSI,False,SOURCE,HIGH,25.395_90.691,,False,,OBJECTID=22463,INVENTORY
IND-INV-020437,INVENTORY,,,,unknown,25.512611,90.658611,Meghalaya,East Garo hills,Williamnagar road slide,,Anthropogenic/a Rainfall,Debris,Slide,Active,108.0,,,Geological Survey of India (GSI) inventory,MG/EGH/78K10/2018/1,,GSI:22701,1,GSI,False,SOURCE,HIGH,25.513_90.659,,False,,OBJECTID=22701,INVENTORY
IND-INV-020438,INVENTORY,,,,unknown,25.50781,90.68,Meghalaya,East Garo hills,Williamnagar road slide,,Anthropogenic,Rock,Slide,Active,110.0,,,Geological Survey of India (GSI) inventory,MG/EGH/78K10/2018/2,,GSI:22459,1,GSI,False,SOURCE,HIGH,25.508_90.680,,False,,OBJECTID=22459,INVENTORY
IND-INV-020439,INVENTORY,,,,unknown,25.5014,90.68972,Meghalaya,East Garo hills,Williamnagar road slide,,Rainfall,Debris,Slide,Active,34.0,,,Geological Survey of India (GSI) inventory,MG/EGH/78K10/2018/3,,GSI:22460,1,GSI,False,SOURCE,HIGH,25.501_90.690,,False,,OBJECTID=22460,INVENTORY
IND-INV-020440,INVENTORY,,2019.0,,year,25.56,90.37,Meghalaya,West Garo Hills,Tura-Williamnagar road slide no 3,2019.0,Rainfall,Debris,Slide,Active,114.0,,,Geological Survey of India (GSI) inventory,MG/WGH/78K06/2020/16,,GSI:27533,1,GSI,False,SOURCE,HIGH,25.560_90.370,,False,,OBJECTID=27533,INVENTORY
IND-INV-020441,INVENTORY,,,,unknown,25.56,90.34,Meghalaya,West Garo Hills,Tura-Williamnagar road slide no 2,,Rainfall,Earth,Slide,Active,200.0,,,Geological Survey of India (GSI) inventory,MG/WGH/78K06/2020/15,,GSI:27532,1,GSI,False,SOURCE,HIGH,25.560_90.340,,False,,OBJECTID=27532,INVENTORY
IND-INV-020442,INVENTORY,,2019.0,,year,25.55,90.33,Meghalaya,West Garo Hills,Tura-Williamnagar road slide no 1,2019.0,Rainfall,Debris,Slide,Active,0.0,,,Geological Survey of India (GSI) inventory,MG/WGH/78K06/2020/14,,GSI:27531,1,GSI,False,SOURCE,HIGH,25.550_90.330,,False,,OBJECTID=27531,INVENTORY
IND-INV-020443,INVENTORY,,2019.0,,year,25.51,90.21,Meghalaya,West Garo Hills,Lower Hawakhana slide,2019.0,Rainfall,Rock,Slide,Active,1000.0,,,Geological Survey of India (GSI) inventory,MG/WGH/78K02/2020/1,,GSI:27510,1,GSI,False,SOURCE,HIGH,25.510_90.210,,False,,OBJECTID=27510,INVENTORY
IND-INV-020444,INVENTORY,,,,unknown,25.51028,90.21678,Meghalaya,West Garo Hills,Tura town (Rishipara) slide,,,,,,0.0,9,,Geological Survey of India (GSI) inventory,MEGH/WGH/78K02/2007/D-19,,GSI:567,1,GSI,False,SOURCE,HIGH,25.510_90.217,,False,,OBJECTID=567,INVENTORY
IND-INV-020445,INVENTORY,,,,unknown,25.5,90.21,Meghalaya,West Garo Hills,Tura-Dalu road slide no1,,Rainfall,Debris,Slide,Active,490.0,,,Geological Survey of India (GSI) inventory,MG/WGH/78K03/2020/1,,GSI:27513,1,GSI,False,SOURCE,HIGH,25.500_90.210,,False,,OBJECTID=27513,INVENTORY
IND-INV-020446,INVENTORY,,2019.0,,year,25.5,90.22,Meghalaya,West Garo Hills,Tura-Dalu road slide no2,2019.0,Rainfall,Debris,Slide,Active,900.0,,,Geological Survey of India (GSI) inventory,MG/WGH/78K03/2020/2,,GSI:27514,1,GSI,False,SOURCE,HIGH,25.500_90.220,,False,,OBJECTID=27514,INVENTORY
IND-INV-020449,INVENTORY,,,,unknown,25.25419,90.21486,Meghalaya,West Garo Hills,Khoronggiri slide,,,Debris,Slide,,0.0,,,Geological Survey of India (GSI) inventory,MEGH/WGH/78K03/2007/D-20,,GSI:568,1,GSI,False,SOURCE,HIGH,25.254_90.215,,False,,OBJECTID=568,INVENTORY
IND-INV-020450,INVENTORY,,2019.0,,year,25.53,89.98,Meghalaya,West Garo Hills,Tura-Ampati road slide no 4,2019.0,Rainfall,Debris,Slide,Active,136.0,,,Geological Survey of India (GSI) inventory,MG/WGH/78G14/2020/4,,GSI:27509,1,GSI,False,SOURCE,HIGH,25.530_89.980,,False,,OBJECTID=27509,INVENTORY
IND-INV-020452,INVENTORY,,,,unknown,25.57,89.98,Meghalaya,West Garo Hills,Tura-Ampati road slide no 2,,Rainfall,Debris,Slide,Active,240.0,,,Geological Survey of India (GSI) inventory,MG/WGH/78G14/2020/2,,GSI:27507,1,GSI,False,SOURCE,HIGH,25.570_89.980,,False,,OBJECTID=27507,INVENTORY
IND-INV-020453,INVENTORY,,,,unknown,25.58,89.99,Meghalaya,West Garo Hills,Tura-Ampati road slide no1,,Rainfall,Earth,Slide,Active,56.0,,,Geological Survey of India (GSI) inventory,MG/WGH/78G14/2020/1,,GSI:27506,1,GSI,False,SOURCE,HIGH,25.580_89.990,,False,,OBJECTID=27506,INVENTORY
IND-INV-020454,INVENTORY,,2019.0,,year,25.6,90.03,Meghalaya,West Garo Hills,Singimari-Tura road subsidence,2019.0,Rainfall,Debris,Slide,Active,0.0,,,Geological Survey of India (GSI) inventory,MG/WGH/78K02/2020/2,,GSI:27511,1,GSI,False,SOURCE,HIGH,25.600_90.030,,False,,OBJECTID=27511,INVENTORY
IND-INV-020455,INVENTORY,,,,unknown,25.67,90.18,Meghalaya,West Garo Hills,Rongram-Dadenggre road slide,,Rainfall,Earth,Slide,Active,540.0,,,Geological Survey of India (GSI) inventory,MG/WGH/78K02/2020/3,,GSI:27512,1,GSI,False,SOURCE,HIGH,25.670_90.180,,False,,OBJECTID=27512,INVENTORY
IND-INV-020456,INVENTORY,,,,unknown,25.6,90.29,Meghalaya,West Garo Hills,Rongram-Jengjal road slide 2,,Rainfall,Debris,Slide,Active,228.0,,,Geological Survey of India (GSI) inventory,MG/WGH/78K06/2020/2,,GSI:27519,1,GSI,False,SOURCE,HIGH,25.600_90.290,,False,,OBJECTID=27519,INVENTORY
IND-INV-020457,INVENTORY,,,,unknown,25.61,90.29,Meghalaya,West Garo Hills,Rongram-Jengjal road slide 3,,Rainfall,Debris,Slide,Dormant,154.0,,,Geological Survey of India (GSI) inventory,MG/WGH/78K06/2020/3,,GSI:27520,1,GSI,False,SOURCE,HIGH,25.610_90.290,,False,,OBJECTID=27520,INVENTORY
IND-INV-020461,INVENTORY,,,,unknown,25.61,90.3,Meghalaya,West Garo Hills,Rongram-Jengjal road slide 6,,Rainfall,Debris,Slide,Active,220.0,,,Geological Survey of India (GSI) inventory,MG/WGH/78K06/2020/6,,GSI:27523,1,GSI,False,SOURCE,HIGH,25.610_90.300,,False,,OBJECTID=27523,INVENTORY
IND-INV-020462,INVENTORY,,,,unknown,25.61,90.31,Meghalaya,West Garo Hills,Rongram-Jengjal road slide 7,,Rainfall,Debris,Slide,Dormant,315.0,,,Geological Survey of India (GSI) inventory,MG/WGH/78K06/2020/7,,GSI:27524,1,GSI,False,SOURCE,HIGH,25.610_90.310,,False,,OBJECTID=27524,INVENTORY
IND-INV-020463,INVENTORY,,,,unknown,25.62,90.33,Meghalaya,West Garo Hills,Rongram-Jengjal road slide 8,,Rainfall,Debris,Slide,Dormant,0.0,,,Geological Survey of India (GSI) inventory,MG/WGH/78K06/2020/8,,GSI:27525,1,GSI,False,SOURCE,HIGH,25.620_90.330,,False,,OBJECTID=27525,INVENTORY
IND-INV-020464,INVENTORY,,,,unknown,25.63,90.33,Meghalaya,West Garo Hills,Rongram-Jengjal road slide 10,,Anthropogenic,Rock,Slide,Active,0.0,,,Geological Survey of India (GSI) inventory,MG/WGH/78K06/2020/10,,GSI:27527,1,GSI,False,SOURCE,HIGH,25.630_90.330,,False,,OBJECTID=27527,INVENTORY
IND-INV-020466,INVENTORY,,,,unknown,25.65,90.38,Meghalaya,West Garo Hills,Jengjal-Addingre-Williamnagar road slide3,,Rainfall,Debris,Slide,Dormant,2400.0,,,Geological Survey of India (GSI) inventory,MG/WGH/78K06/2020/13,,GSI:27530,1,GSI,False,SOURCE,HIGH,25.650_90.380,,False,,OBJECTID=27530,INVENTORY
IND-INV-020469,INVENTORY,,2019.0,,year,25.79,90.44,Meghalaya,West Garo Hills,NH-217 road slide,2019.0,Rainfall,Debris,Slide,Active,0.0,,,Geological Survey of India (GSI) inventory,MG/WGH/78K05/2020/1,,GSI:27517,1,GSI,False,SOURCE,HIGH,25.790_90.440,,False,,OBJECTID=27517,INVENTORY
IND-INV-020470,INVENTORY,,,,unknown,26.006,90.595,Assam,Goalpara,Phophonga hill landslide,,1. Incessant rainfall,Rock cum debris,Slide,Suspended,56.0,,,Geological Survey of India (GSI) inventory,AS/GOA/78J12/2018/1,,GSI:19857,1,GSI,False,SOURCE,HIGH,26.006_90.595,,False,,OBJECTID=19857,INVENTORY
IND-INV-020471,INVENTORY,,,,unknown,26.061,90.605,Assam,Goalpara,Phophonga village landslide,,Excessive slope cutting,Rock cum debris,Slide,Active,30.0,,,Geological Survey of India (GSI) inventory,AS/GOA/78J12/2018/2,,GSI:19858,1,GSI,False,SOURCE,HIGH,26.061_90.605,,False,,OBJECTID=19858,INVENTORY
IND-INV-020472,INVENTORY,,,,unknown,26.3848,90.5943,Assam,Bongaigaon,Shalabhandar Quarry,,1. Incessant rainfall 2. Anthropogenic activity.,Rock,Slide,Suspended,48.0,,,Geological Survey of India (GSI) inventory,AS/BON/78J11/2018/2,,GSI:19839,1,GSI,False,SOURCE,HIGH,26.385_90.594,,False,,OBJECTID=19839,INVENTORY
IND-INV-020473,INVENTORY,,,,unknown,26.3733,90.5499,Assam,Bongaigaon,Nayapara Railway Tunnel,,1. Anthropogenic activity(Extensive slope cutting/Railway tunnel),Rock cum debris,Slide,Active,72.0,,,Geological Survey of India (GSI) inventory,AS/BON/78J11/2018/1,,GSI:19838,1,GSI,False,SOURCE,HIGH,26.373_90.550,,False,,OBJECTID=19838,INVENTORY
IND-INV-020474,INVENTORY,,,,unknown,26.394,90.48,Assam,Bongaigaon,Majhigaon landslide,,1. Incessant rainfall,Rock cum debris,Slide,Active,30.0,,,Geological Survey of India (GSI) inventory,AS/BON/78J07/2018/1,,GSI:19631,1,GSI,False,SOURCE,HIGH,26.394_90.480,,False,,OBJECTID=19631,INVENTORY
IND-INV-020475,INVENTORY,,,,unknown,26.198,90.298,Assam,Goalpara,Suapata landslide,,Anthropogenic,Rock cum debris,Slide,Active,56.0,,,Geological Survey of India (GSI) inventory,AS/GOA/78J08/2018/1,,GSI:19632,1,GSI,False,SOURCE,HIGH,26.198_90.298,,False,,OBJECTID=19632,INVENTORY
IND-INV-020476,INVENTORY,,2010.0,,year,26.763726,89.516098,West Bengal,Jalpaiguri,,2010.0,Rainfall,Debris,Slide,Active,4410.0,,,Geological Survey of India (GSI) inventory,WB/JAL/78F09/2015/866,,GSI:12790,1,GSI,False,SOURCE,HIGH,26.764_89.516,,False,,OBJECTID=12790,INVENTORY
IND-INV-020477,INVENTORY,,2013.0,,year,26.76458,89.515011,West Bengal,Jalpaiguri,,2013.0,Rainfall,Debris,Slide,Active,4800.0,,,Geological Survey of India (GSI) inventory,WB/JAL/78F09/2015/870,,GSI:12813,1,GSI,False,SOURCE,HIGH,26.765_89.515,,False,,OBJECTID=12813,INVENTORY
IND-INV-020478,INVENTORY,,2010.0,,year,26.76652,89.518722,West Bengal,Jalpaiguri,,2010.0,Rainfall,Rock cum Debris,Slide,Active,1900.0,,,Geological Survey of India (GSI) inventory,WB/JAL/78F09/2015/873,,GSI:13496,1,GSI,False,SOURCE,HIGH,26.767_89.519,,False,,OBJECTID=13496,INVENTORY
IND-INV-020479,INVENTORY,,2014.0,,year,26.7669,89.51941,West Bengal,Jalpaiguri,,2014.0,Rainfall,Debris,Slide,Active,171.0,,,Geological Survey of India (GSI) inventory,WB/JAL/78F09/2015/875,,GSI:13498,1,GSI,False,SOURCE,HIGH,26.767_89.519,,False,,OBJECTID=13498,INVENTORY
IND-INV-020480,INVENTORY,,2013.0,,year,26.762634,89.533138,West Bengal,Jalpaiguri,,2013.0,Rainfall,Debris,Slide,Active,12525.0,,,Geological Survey of India (GSI) inventory,WB/JAL/78F09/2015/864,,GSI:12788,1,GSI,False,SOURCE,HIGH,26.763_89.533,,False,,OBJECTID=12788,INVENTORY
IND-INV-020481,INVENTORY,,2010.0,,year,26.752923,89.53155,West Bengal,Jalpaiguri,,2010.0,Rainfall,Rock cum Debris,Slide,Active,9630.0,,,Geological Survey of India (GSI) inventory,WB/JAL/78F09/2015/846,,GSI:12645,1,GSI,False,SOURCE,HIGH,26.753_89.532,,False,,OBJECTID=12645,INVENTORY
IND-INV-020482,INVENTORY,,2013.0,,year,26.754508,89.532505,West Bengal,Jalpaiguri,,2013.0,Rainfall,Debris,Slide,Active,1134.0,,,Geological Survey of India (GSI) inventory,WB/JAL/78F09/2015/850,,GSI:12649,1,GSI,False,SOURCE,HIGH,26.755_89.533,,False,,OBJECTID=12649,INVENTORY
IND-INV-020483,INVENTORY,,2013.0,,year,26.755962,89.532404,West Bengal,Jalpaiguri,,2013.0,Rainfall,Debris,Slide,Active,336.0,,,Geological Survey of India (GSI) inventory,WB/JAL/78F09/2015/855,,GSI:12654,1,GSI,False,SOURCE,HIGH,26.756_89.532,,False,,OBJECTID=12654,INVENTORY
IND-INV-020484,INVENTORY,,2013.0,,year,26.756507,89.532459,West Bengal,Jalpaiguri,,2013.0,Rainfall,Debris,Slide,Active,180.0,,,Geological Survey of India (GSI) inventory,WB/JAL/78F09/2015/857,,GSI:12766,1,GSI,False,SOURCE,HIGH,26.757_89.532,,False,,OBJECTID=12766,INVENTORY
IND-INV-020485,INVENTORY,,2010.0,,year,26.752188,89.530507,West Bengal,Jalpaiguri,,2010.0,Rainfall,Debris,Slide,Active,2044.0,,,Geological Survey of India (GSI) inventory,WB/JAL/78F09/2015/842,,GSI:12627,1,GSI,False,SOURCE,HIGH,26.752_89.531,,False,,OBJECTID=12627,INVENTORY
IND-INV-020486,INVENTORY,,2010.0,,year,26.744037,89.544807,West Bengal,Jalpaiguri,,2010.0,Rainfall,Debris,Slide,Active,3591.0,,,Geological Survey of India (GSI) inventory,WB/JAL/78F10/2015/1101,,GSI:11985,1,GSI,False,SOURCE,HIGH,26.744_89.545,,False,,OBJECTID=11985,INVENTORY
IND-INV-020487,INVENTORY,,,,unknown,26.736381,89.548756,West Bengal,Jalpaiguri,,,Rainfall,Debris,Slide,Active,2070.0,,,Geological Survey of India (GSI) inventory,WB/JAL/78F10/2015/1073,,GSI:12070,1,GSI,False,SOURCE,HIGH,26.736_89.549,,False,,OBJECTID=12070,INVENTORY
IND-INV-020488,INVENTORY,,2013.0,,year,26.73753,89.548376,West Bengal,Jalpaiguri,,2013.0,Rainfall,Debris,Slide,Active,900.0,,,Geological Survey of India (GSI) inventory,WB/JAL/78F10/2015/1078,,GSI:12100,1,GSI,False,SOURCE,HIGH,26.738_89.548,,False,,OBJECTID=12100,INVENTORY
IND-INV-020489,INVENTORY,,2010.0,,year,26.741712,89.551058,West Bengal,Jalpaiguri,,2010.0,Rainfall,Debris,Slide,Active,12480.0,,,Geological Survey of India (GSI) inventory,WB/JAL/78F10/2015/1092,,GSI:11816,1,GSI,False,SOURCE,HIGH,26.742_89.551,,False,,OBJECTID=11816,INVENTORY
IND-INV-020490,INVENTORY,,2010.0,,year,26.741357,89.556668,West Bengal,Jalpaiguri,,2010.0,Rainfall,Rock cum Debris,Slide,Active,16660.0,,,Geological Survey of India (GSI) inventory,WB/JAL/78F10/2015/1091,,GSI:11815,1,GSI,False,SOURCE,HIGH,26.741_89.557,,False,,OBJECTID=11815,INVENTORY
IND-INV-020491,INVENTORY,,2014.0,,year,26.743063,89.557001,West Bengal,Jalpaiguri,,2014.0,Rainfall,Debris,Slide,Active,2160.0,,,Geological Survey of India (GSI) inventory,WB/JAL/78F10/2015/1097,,GSI:11962,1,GSI,False,SOURCE,HIGH,26.743_89.557,,False,,OBJECTID=11962,INVENTORY
IND-INV-020492,INVENTORY,,2010.0,,year,26.741319,89.559483,West Bengal,Jalpaiguri,,2010.0,Rainfall,Debris,Slide,Active,1302.0,,,Geological Survey of India (GSI) inventory,WB/JAL/78F10/2015/1090,,GSI:11814,1,GSI,False,SOURCE,HIGH,26.741_89.559,,False,,OBJECTID=11814,INVENTORY
IND-INV-020493,INVENTORY,,2013.0,,year,26.737821,89.582219,West Bengal,Jalpaiguri,,2013.0,Rainfall,Rock cum Debris,Slide,Active,34554.0,,,Geological Survey of India (GSI) inventory,WB/JAL/78F10/2015/1079,,GSI:12101,1,GSI,False,SOURCE,HIGH,26.738_89.582,,False,,OBJECTID=12101,INVENTORY
IND-INV-020494,INVENTORY,,2014.0,,year,26.738346,89.58033,West Bengal,Jalpaiguri,,2014.0,Rainfall,Debris,Slide,Active,396.0,,,Geological Survey of India (GSI) inventory,WB/JAL/78F10/2015/1081,,GSI:12103,1,GSI,False,SOURCE,HIGH,26.738_89.580,,False,,OBJECTID=12103,INVENTORY
IND-INV-020495,INVENTORY,,2010.0,,year,26.739567,89.580845,West Bengal,Jalpaiguri,,2010.0,Rainfall,Debris,Slide,Active,2088.0,,,Geological Survey of India (GSI) inventory,WB/JAL/78F10/2015/1085,,GSI:11794,1,GSI,False,SOURCE,HIGH,26.740_89.581,,False,,OBJECTID=11794,INVENTORY
IND-INV-020496,INVENTORY,,2010.0,,year,26.739942,89.581986,West Bengal,Jalpaiguri,,2010.0,Rainfall,Rock cum Debris,Slide,Active,9408.0,,,Geological Survey of India (GSI) inventory,WB/JAL/78F10/2015/1086,,GSI:11795,1,GSI,False,SOURCE,HIGH,26.740_89.582,,False,,OBJECTID=11795,INVENTORY
IND-INV-020497,INVENTORY,,2010.0,,year,26.741097,89.582122,West Bengal,Jalpaiguri,,2010.0,Rainfall,Debris,Slide,Active,8827.0,,,Geological Survey of India (GSI) inventory,WB/JAL/78F10/2015/1089,,GSI:11813,1,GSI,False,SOURCE,HIGH,26.741_89.582,,False,,OBJECTID=11813,INVENTORY
IND-INV-020498,INVENTORY,,2013.0,,year,26.740521,89.581318,West Bengal,Jalpaiguri,,2013.0,Rainfall,Rock cum Debris,Slide,Active,3723.0,,,Geological Survey of India (GSI) inventory,WB/JAL/78F10/2015/1088,,GSI:11812,1,GSI,False,SOURCE,HIGH,26.741_89.581,,False,,OBJECTID=11812,INVENTORY
IND-INV-020499,INVENTORY,,2013.0,,year,26.741796,89.582279,West Bengal,Jalpaiguri,,2013.0,Rainfall,Debris,Slide,Active,2988.0,,,Geological Survey of India (GSI) inventory,WB/JAL/78F10/2015/1095,,GSI:11819,1,GSI,False,SOURCE,HIGH,26.742_89.582,,False,,OBJECTID=11819,INVENTORY
IND-INV-020500,INVENTORY,,2013.0,,year,26.736736,89.559603,West Bengal,Jalpaiguri,,2013.0,Rainfall,Rock cum Debris,Slide,Active,5671.0,,,Geological Survey of India (GSI) inventory,WB/JAL/78F10/2015/1076,,GSI:12098,1,GSI,False,SOURCE,HIGH,26.737_89.560,,False,,OBJECTID=12098,INVENTORY
IND-INV-020501,INVENTORY,,2014.0,,year,26.743949,89.563543,West Bengal,Jalpaiguri,,2014.0,Rainfall,Debris,Slide,Active,960.0,,,Geological Survey of India (GSI) inventory,WB/JAL/78F10/2015/1099,,GSI:11983,1,GSI,False,SOURCE,HIGH,26.744_89.564,,False,,OBJECTID=11983,INVENTORY
IND-INV-020502,INVENTORY,,2010.0,,year,26.74198,89.559649,West Bengal,Jalpaiguri,,2010.0,Rainfall,Debris,Slide,Active,1120.0,,,Geological Survey of India (GSI) inventory,WB/JAL/78F10/2015/1093,,GSI:11817,1,GSI,False,SOURCE,HIGH,26.742_89.560,,False,,OBJECTID=11817,INVENTORY
IND-INV-020503,INVENTORY,,2013.0,,year,26.744568,89.561399,West Bengal,Jalpaiguri,,2013.0,Rainfall,Debris,Slide,Active,9300.0,,,Geological Survey of India (GSI) inventory,WB/JAL/78F10/2015/1102,,GSI:11986,1,GSI,False,SOURCE,HIGH,26.745_89.561,,False,,OBJECTID=11986,INVENTORY
IND-INV-020504,INVENTORY,,2013.0,,year,26.744639,89.563651,West Bengal,Jalpaiguri,,2013.0,Rainfall,Debris,Slide,Active,689.0,,,Geological Survey of India (GSI) inventory,WB/JAL/78F10/2015/1103,,GSI:11987,1,GSI,False,SOURCE,HIGH,26.745_89.564,,False,,OBJECTID=11987,INVENTORY
IND-INV-020505,INVENTORY,,2010.0,,year,26.749295,89.565838,West Bengal,Jalpaiguri,,2010.0,Rainfall,Debris,Slide,Active,3286.0,,,Geological Survey of India (GSI) inventory,WB/JAL/78F10/2015/1126,,GSI:12401,1,GSI,False,SOURCE,HIGH,26.749_89.566,,False,,OBJECTID=12401,INVENTORY
IND-INV-020506,INVENTORY,,2014.0,,year,26.746068,89.572945,West Bengal,Jalpaiguri,,2014.0,Rainfall,Debris,Slide,Active,572.0,,,Geological Survey of India (GSI) inventory,WB/JAL/78F10/2015/1112,,GSI:13290,1,GSI,False,SOURCE,HIGH,26.746_89.573,,False,,OBJECTID=13290,INVENTORY
IND-INV-020507,INVENTORY,,2010.0,,year,26.748195,89.572542,West Bengal,Jalpaiguri,,2010.0,Rainfall,Debris,Slide,Active,2508.0,,,Geological Survey of India (GSI) inventory,WB/JAL/78F10/2015/1124,,GSI:12399,1,GSI,False,SOURCE,HIGH,26.748_89.573,,False,,OBJECTID=12399,INVENTORY
IND-INV-020508,INVENTORY,,2010.0,,year,26.749097,89.571653,West Bengal,Jalpaiguri,,2010.0,Rainfall,Debris,Slide,Active,2700.0,,,Geological Survey of India (GSI) inventory,WB/JAL/78F10/2015/1127,,GSI:12419,1,GSI,False,SOURCE,HIGH,26.749_89.572,,False,,OBJECTID=12419,INVENTORY
IND-INV-020509,INVENTORY,,2010.0,,year,26.746847,89.576522,West Bengal,Jalpaiguri,,2010.0,Rainfall,Rock cum Debris,Slide,Active,2880.0,,,Geological Survey of India (GSI) inventory,WB/JAL/78F10/2015/1117,,GSI:13316,1,GSI,False,SOURCE,HIGH,26.747_89.577,,False,,OBJECTID=13316,INVENTORY
IND-INV-020510,INVENTORY,,2010.0,,year,26.747297,89.574903,West Bengal,Jalpaiguri,,2010.0,Rainfall,Rock cum Debris,Slide,Active,3154.0,,,Geological Survey of India (GSI) inventory,WB/JAL/78F10/2015/1119,,GSI:13318,1,GSI,False,SOURCE,HIGH,26.747_89.575,,False,,OBJECTID=13318,INVENTORY
IND-INV-020511,INVENTORY,,2014.0,,year,26.745585,89.575162,West Bengal,Jalpaiguri,,2014.0,Rainfall,Debris,Slide,Active,480.0,,,Geological Survey of India (GSI) inventory,WB/JAL/78F10/2015/1110,,GSI:11852,1,GSI,False,SOURCE,HIGH,26.746_89.575,,False,,OBJECTID=11852,INVENTORY
IND-INV-020512,INVENTORY,,2010.0,,year,26.745786,89.575991,West Bengal,Jalpaiguri,,2010.0,Earthquake,Rock cum Debris,Slide,Active,510.0,,,Geological Survey of India (GSI) inventory,WB/JAL/78F10/2015/1111,,GSI:13289,1,GSI,False,SOURCE,HIGH,26.746_89.576,,False,,OBJECTID=13289,INVENTORY
IND-INV-020513,INVENTORY,,2013.0,,year,26.744996,89.576444,West Bengal,Jalpaiguri,,2013.0,Rainfall,Debris,Slide,Active,728.0,,,Geological Survey of India (GSI) inventory,WB/JAL/78F10/2015/1107,,GSI:11849,1,GSI,False,SOURCE,HIGH,26.745_89.576,,False,,OBJECTID=11849,INVENTORY
IND-INV-020514,INVENTORY,,2010.0,,year,26.744969,89.577209,West Bengal,Jalpaiguri,,2010.0,Rainfall,Debris,Slide,Active,1680.0,,,Geological Survey of India (GSI) inventory,WB/JAL/78F10/2015/1106,,GSI:11848,1,GSI,False,SOURCE,HIGH,26.745_89.577,,False,,OBJECTID=11848,INVENTORY
IND-INV-020515,INVENTORY,,2010.0,,year,26.746878,89.578814,West Bengal,Jalpaiguri,,2010.0,Rainfall,Debris,Slide,Active,2478.0,,,Geological Survey of India (GSI) inventory,WB/JAL/78F10/2015/1118,,GSI:13317,1,GSI,False,SOURCE,HIGH,26.747_89.579,,False,,OBJECTID=13317,INVENTORY
IND-INV-020516,INVENTORY,,2013.0,,year,26.747769,89.578706,West Bengal,Jalpaiguri,,2013.0,Rainfall,Debris,Slide,Active,5040.0,,,Geological Survey of India (GSI) inventory,WB/JAL/78F10/2015/1123,,GSI:13341,1,GSI,False,SOURCE,HIGH,26.748_89.579,,False,,OBJECTID=13341,INVENTORY
IND-INV-020517,INVENTORY,,2010.0,,year,26.752334,89.582548,West Bengal,Jalpaiguri,,2010.0,Rainfall,Debris,Slide,Active,2492.0,,,Geological Survey of India (GSI) inventory,WB/JAL/78F09/2015/844,,GSI:12629,1,GSI,False,SOURCE,HIGH,26.752_89.583,,False,,OBJECTID=12629,INVENTORY
IND-INV-020518,INVENTORY,,1983.0,,year,26.755056,89.579472,West Bengal,Jalpaiguri,Buxa fort slide,1983.0,Rainfall,Debris,Slide,Active,375.0,,,Geological Survey of India (GSI) inventory,WB/JAL/78F09/2015/833,,GSI:12906,1,GSI,False,SOURCE,HIGH,26.755_89.579,,False,,OBJECTID=12906,INVENTORY
IND-INV-020519,INVENTORY,,2010.0,,year,26.753198,89.575547,West Bengal,Jalpaiguri,,2010.0,Rainfall,Rock cum Debris,Slide,Active,4970.0,,,Geological Survey of India (GSI) inventory,WB/JAL/78F09/2015/848,,GSI:12647,1,GSI,False,SOURCE,HIGH,26.753_89.576,,False,,OBJECTID=12647,INVENTORY
IND-INV-020520,INVENTORY,,2010.0,,year,26.751854,89.573934,West Bengal,Jalpaiguri,,2010.0,Rainfall,Debris,Slide,Active,5291.0,,,Geological Survey of India (GSI) inventory,WB/JAL/78F09/2015/839,,GSI:12912,1,GSI,False,SOURCE,HIGH,26.752_89.574,,False,,OBJECTID=12912,INVENTORY
IND-INV-020521,INVENTORY,,2016.0,,year,26.751889,89.573194,West Bengal,Jalpaiguri,Sadar Bazar Slide,2016.0,Rainfall,Rock,Slide,Active,280.0,,,Geological Survey of India (GSI) inventory,WB/JAL/78F09/2015/835,,GSI:12908,1,GSI,False,SOURCE,HIGH,26.752_89.573,,False,,OBJECTID=12908,INVENTORY
IND-INV-020522,INVENTORY,,2013.0,,year,26.756006,89.573697,West Bengal,Jalpaiguri,,2013.0,Rainfall,Debris,Slide,Active,600.0,,,Geological Survey of India (GSI) inventory,WB/JAL/78F09/2015/856,,GSI:12655,1,GSI,False,SOURCE,HIGH,26.756_89.574,,False,,OBJECTID=12655,INVENTORY
