event_record_id,latitude,longitude,event_date,elevation,slope,aspect,soil_id,landcover_class,rainfall_1d,rainfall_3d,rainfall_7d,rainfall_15d,rainfall_30d,label,sample_type,event_date_source,nearest_grid_distance_km,nearest_grid_latitude,nearest_grid_longitude,grid_distance_valid,rainfall_temporal_coverage,all_rainfall_features_available
247,23.73504471,92.71060943,2010-09-13,930.1307373046876,23.34025955200196,77.4193344116211,7001.0,50.0,10.891241073608398,40.28853797912598,63.73694133758545,228.87560510635376,402.4348909854889,1,landslide_event,event_date_standardized,4.269010781118442,23.75,92.75,True,FULL,True
169,24.3069,93.125,2010-09-16,762.8575439453125,17.920854568481445,34.35021209716797,4301.0,10.0,10.276330947875977,26.7875657081604,42.61375904083252,127.10220122337341,260.43650221824646,1,landslide_event,event_date_standardized,13.99045954709675,24.25,93.25,True,FULL,True
183,23.7527,92.694,2010-09-16,796.3433227539062,34.4484748840332,53.18932723999024,3665.0,10.0,22.77785301208496,55.6202278137207,97.70793318748474,244.52231168746948,436.8615756034851,1,landslide_event,event_date_standardized,5.596632597089686,23.75,92.75,True,FULL,True
300,28.3092,95.4149,2010-10-03,1865.764892578125,50.18288040161133,248.6693115234375,11909.0,10.0,0.0,1.3368525505065918,18.92806714773178,106.79207599163055,388.2404381632805,1,landslide_event,event_date_standardized,10.749623622805597,28.25,95.5,True,FULL,True
255,24.7679,93.4108,2010-10-08,516.0626220703125,25.266372680664062,256.58599853515625,4301.0,10.0,33.83208084106445,91.12721991539001,91.12721991539001,120.52556788921356,189.92254270613194,1,landslide_event,event_date_standardized,9.12206655472789,24.75,93.5,True,FULL,True
246,25.2745,94.0212,2010-10-08,1075.6785888671875,17.817461013793945,153.39553833007812,4276.0,50.0,56.53958511352539,90.1066083908081,95.95358610153198,160.28423690795898,278.0883677005768,1,landslide_event,event_date_standardized,3.451728976146817,25.25,94.0,True,FULL,True
157,24.837,93.9128,2010-10-08,799.0735473632812,14.031889915466309,156.2122344970703,4276.0,50.0,47.95542144775391,100.74873971939087,101.97395530343056,140.62452545762062,219.9328721910715,1,landslide_event,event_date_standardized,13.020140646931463,24.75,94.0,True,FULL,True
8,25.4769,94.1351,2010-10-08,1656.855224609375,16.573923110961914,105.01715850830078,4276.0,50.0,35.56514358520508,59.664742946624756,70.18750858306885,157.77062702178955,284.57874359190464,1,landslide_event,event_date_standardized,11.751324840893291,25.5,94.25,True,FULL,True
140,25.6633,94.4703,2010-10-08,1452.3546142578125,8.285400390625,288.7970275878906,4276.0,60.0,12.883556365966797,26.04239857196808,41.32770700752735,114.10094447433949,237.6149046868086,1,landslide_event,event_date_standardized,10.096299109873682,25.75,94.5,True,FULL,True
11,25.3179,94.0462,2010-10-09,1009.9530029296876,24.41946601867676,273.8585510253906,4276.0,10.0,28.13821601867676,107.72103118896484,120.40432810783386,162.46578216552734,301.15266489982605,1,landslide_event,event_date_standardized,8.853818862948163,25.25,94.0,True,FULL,True
123,25.5265,93.8673,2010-10-09,1390.6053466796875,25.933570861816406,306.7274475097656,4301.0,10.0,10.964430809020996,126.36729526519775,146.7715900540352,188.15738901495934,300.3552277982235,1,landslide_event,event_date_standardized,12.07201278879119,25.5,93.75,True,FULL,True
125,25.4788,94.1399,2010-10-09,1639.7330322265625,16.08685874938965,182.191650390625,4276.0,10.0,41.88436508178711,96.18423080444336,103.19754886627197,153.688889503479,321.852697506547,1,landslide_event,event_date_standardized,11.238090811506213,25.5,94.25,True,FULL,True
297,25.1796,93.0083,2010-10-09,688.9466552734375,3.927459955215454,110.28069305419922,4276.0,50.0,60.06459045410156,91.87438154220581,94.70729398727417,132.67486941814423,255.83079653978348,1,landslide_event,event_date_standardized,7.880579148223897,25.25,93.0,True,FULL,True
257,25.682,94.1076,2010-10-09,1441.904052734375,11.241731643676758,288.869384765625,4276.0,50.0,54.94748306274414,90.3361759185791,92.84922567009926,146.20140400528908,336.46804189682007,1,landslide_event,event_date_standardized,13.137965926670224,25.75,94.0,True,FULL,True
316,25.4749,93.1477,2010-10-09,152.47006225585938,6.1949968338012695,356.0416564941406,4276.0,10.0,45.33193206787109,99.71284103393555,109.77721172571182,137.43927091360092,241.46130859851837,1,landslide_event,event_date_standardized,10.584553736807978,25.5,93.25,True,FULL,True
42,25.5242,92.9914,2010-10-09,155.11376953125,8.515926361083984,40.887237548828125,4276.0,10.0,79.3075180053711,98.5780177116394,98.96363851428032,123.66852781176567,213.24820610880852,1,landslide_event,event_date_standardized,2.8273511459000833,25.5,93.0,True,FULL,True
115,25.6623,94.1072,2010-10-10,1382.5048828125,14.634651184082031,93.38544464111328,7001.0,10.0,0.0,73.32182312011719,92.84922567009926,138.996536642313,330.60281896591187,1,landslide_event,event_date_standardized,14.483119527571349,25.75,94.0,True,FULL,True
225,27.5798729,91.85672387,2010-11-22,2766.8056640625,22.40599822998047,243.9518280029297,11879.0,10.0,0.2666453123092651,46.72342503070831,63.58203852176666,80.17549335956573,82.69478156417608,1,landslide_event,event_date_standardized,13.874173787715776,27.5,91.75,True,FULL,True
51,28.0791,96.5242,2011-03-22,531.3464965820312,26.206382751464844,171.81964111328125,4351.0,50.0,0.0,0.0,0.0,0.0,0.0,1,landslide_event,event_date_standardized,9.130595211620893,28.0,96.5,True,FULL,True
61,25.0672,93.4093,2011-05-22,454.5387268066406,28.77771759033203,194.9974822998047,4301.0,10.0,2.186427593231201,101.82126569747925,113.17225587368011,176.10957449674606,264.66725324094296,1,landslide_event,event_date_standardized,11.74265499336821,25.0,93.5,True,FULL,True
248,25.0888,92.8551,2011-05-24,275.6462097167969,30.58514976501465,6.18858814239502,4276.0,10.0,59.9792366027832,98.89220857620239,312.5442866384983,355.1205853521824,455.1613607108593,1,landslide_event,event_date_standardized,14.412723158794106,25.0,92.75,True,FULL,True
245,25.1555,93.8474,2011-05-31,1345.8138427734375,30.899389266967773,187.8236389160156,4301.0,10.0,8.494384765625,29.768556594848633,58.26972007751465,87.5010815858841,171.05826115608215,1,landslide_event,event_date_standardized,14.322890317172066,25.25,93.75,True,FULL,True
31,24.8286,93.5935,2011-05-31,719.3284912109375,33.02092742919922,192.40737915039065,4301.0,10.0,85.97065734863281,131.88288116455078,136.64223051071167,404.130382835865,528.1601523756981,1,landslide_event,event_date_standardized,12.791548601917357,24.75,93.5,True,FULL,True
265,26.3186,94.5121,2011-06-20,1253.3843994140625,11.05461311340332,127.83020782470705,4276.0,10.0,9.766148567199709,12.473240338265898,19.892511926591396,105.93996315449476,258.36825858801603,1,landslide_event,event_date_standardized,7.731432503481738,26.25,94.5,True,FULL,True
151,25.51614662,94.2341227,2011-06-21,1648.3985595703125,23.469751358032227,266.4374389648437,4276.0,30.0,2.259432792663574,3.558150053024292,37.619282245635986,137.72731065750122,222.18925639986992,1,landslide_event,event_date_standardized,2.396119910057039,25.5,94.25,True,FULL,True
40,25.6682,94.1099,2011-06-28,1434.0286865234375,17.302640914916992,67.99267578125,4276.0,10.0,18.798561096191406,97.73524808883667,114.04740661382675,156.06910187005997,288.73304837942123,1,landslide_event,event_date_standardized,14.25502564121611,25.75,94.0,True,FULL,True
89,25.03561729,94.0144205,2011-06-28,856.09619140625,34.25163650512695,136.2344970703125,4276.0,10.0,22.39739990234375,77.90056276321411,109.1960940361023,176.67859542369843,300.13873195648193,1,landslide_event,event_date_standardized,4.218006902351622,25.0,94.0,True,FULL,True
26,25.5125,93.3613,2011-06-29,308.4480895996094,6.186566352844238,181.83233642578125,4255.0,10.0,4.690903186798096,71.93943452835083,104.75599998235703,171.9670199751854,316.5112116932869,1,landslide_event,event_date_standardized,11.194078130551627,25.5,93.25,True,FULL,True
237,25.8782,94.1739,2011-07-01,1350.1361083984375,22.48882484436035,38.70321273803711,4276.0,10.0,2.272146701812744,11.22082233428955,87.99057722091675,132.0253351330757,269.8615691065788,1,landslide_event,event_date_standardized,15.540786743310417,26.0,94.25,True,FULL,True
207,24.8063,93.9482,2011-07-06,781.77392578125,1.3385379314422607,70.32735443115234,7001.0,50.0,12.139857292175291,35.24129009246826,92.25179243087769,178.18338304758072,285.6766139268875,1,landslide_event,event_date_standardized,8.124167259379872,24.75,94.0,True,FULL,True
45,25.4191,94.1079,2011-07-07,1392.1922607421875,14.490296363830566,7.227597713470459,4276.0,40.0,2.180759191513061,23.93103814125061,57.369091868400574,184.4406454563141,336.29801070690155,1,landslide_event,event_date_standardized,14.037555345797097,25.5,94.0,True,FULL,True
263,25.6703,94.1095,2011-07-11,1436.1641845703125,24.053451538085938,95.30050659179688,4276.0,50.0,31.042171478271484,31.61304897069931,55.20523315668106,185.56546765565872,254.475634932518,1,landslide_event,event_date_standardized,14.075828365004066,25.75,94.0,True,FULL,True
232,27.125,93.7145,2011-07-15,132.5273895263672,0.3987009823322296,103.08811950683594,11775.0,60.0,72.29249572753906,95.41388034820557,110.66745901107788,219.11193698644638,375.93594217300415,1,landslide_event,event_date_standardized,14.358909054280184,27.0,93.75,True,FULL,True
165,27.2743,92.9064,2011-07-16,644.3753051757812,18.432647705078125,270.1038513183594,11775.0,10.0,16.304025650024414,94.55690574645996,143.87315613031387,259.69406682252884,391.0672433376312,1,landslide_event,event_date_standardized,9.724676231818446,27.25,93.0,True,FULL,True
159,27.1032,93.6884,2011-07-19,150.3795928955078,1.9931442737579343,32.07267761230469,7001.0,50.0,50.41462707519531,60.492212653160095,175.24139153957367,241.13720971345901,433.3632103204727,1,landslide_event,event_date_standardized,13.029580173656578,27.0,93.75,True,FULL,True
293,24.7992,93.948,2011-07-22,782.2091674804688,1.4935643672943115,346.2854309082031,7001.0,60.0,0.8111542463302612,8.961729884147644,50.00461161136627,84.15591204166412,261.40960282087326,1,landslide_event,event_date_standardized,7.544965988443494,24.75,94.0,True,FULL,True
49,24.3527,94.3429,2011-07-22,277.8223876953125,26.78093147277832,96.16568756103516,3689.0,10.0,0.0,0.0,0.0,0.0,0.0,1,landslide_event,event_date_standardized,14.71921334834093,24.25,94.25,True,FULL,True
153,26.5836,93.0038,2011-07-24,67.93389892578125,2.0677976608276367,39.95708084106445,3637.0,40.0,4.675419807434082,25.667008876800537,68.68645131587982,187.92806634306908,300.48267552256584,1,landslide_event,event_date_standardized,9.314075260884247,26.5,93.0,True,FULL,True
43,24.6869,93.9157,2011-07-25,771.6426391601562,0.2212255597114563,345.017333984375,4331.0,40.0,22.032684326171875,25.624216318130493,48.22605526447296,107.86425197124481,246.6343678832054,1,landslide_event,event_date_standardized,10.959718128156696,24.75,94.0,True,FULL,True
144,25.4192,94.108,2011-07-29,1384.0423583984375,14.964365005493164,41.47489929199219,4276.0,30.0,10.238118171691896,12.082259178161623,72.69927477836609,128.32813692092896,275.1369628608227,1,landslide_event,event_date_standardized,14.03807670687328,25.5,94.0,True,FULL,True
98,27.1034,93.6885,2011-08-05,149.83685302734375,3.523525714874268,54.13344955444336,7001.0,50.0,37.20277404785156,70.83287221193314,107.02827817201614,201.03183776140213,413.9096266031265,1,landslide_event,event_date_standardized,13.044516297689862,27.0,93.75,True,FULL,True
217,27.44,92.2833,2011-08-12,2629.98583984375,5.943219661712647,54.262969970703125,11864.0,10.0,1.4935989379882812,1.4935989379882812,10.624203950166702,84.99479004740715,212.05893751978874,1,landslide_event,event_date_standardized,7.460250456215238,27.5,92.25,True,FULL,True
204,25.7713,93.8067,2011-08-13,237.25320434570312,6.35941743850708,39.83789443969727,4276.0,10.0,40.099891662597656,43.077023446559906,73.5117124915123,103.12028765678406,240.3707685470581,1,landslide_event,event_date_standardized,6.135130620475073,25.75,93.75,True,FULL,True
99,27.4888,93.0153,2011-08-15,573.1685180664062,33.45001983642578,322.15582275390625,11775.0,10.0,28.27663803100586,56.81496810913086,61.48886328935623,148.96984840929508,461.9099376350641,1,landslide_event,event_date_standardized,1.9712464310433622,27.5,93.0,True,FULL,True
273,25.5144,90.2167,2011-08-16,309.9352111816406,6.40664529800415,256.3793029785156,3814.0,10.0,48.94815444946289,80.40783405303955,93.41206982731819,217.93789991736412,384.70542100071907,1,landslide_event,event_date_standardized,3.6896150039726394,25.5,90.25,True,FULL,True
290,25.83,94.13,2011-08-18,1017.9199829101562,8.591971397399902,12.90983772277832,4276.0,40.0,0.0,12.52111554145813,66.35627233982086,145.07458984851837,290.4925365447998,1,landslide_event,event_date_standardized,14.923865520144085,25.75,94.25,True,FULL,True
280,27.7344,88.633,2011-08-25,3494.92578125,27.95033836364746,123.51553344726562,3717.0,10.0,5.8755784034729,27.652955055236816,67.17195880413055,178.60895669460297,395.6886729001999,1,landslide_event,event_date_standardized,11.804525931790447,27.75,88.75,True,FULL,True
112,24.808,93.117,2011-09-06,38.38522338867188,5.054456233978272,326.4285583496094,3701.0,50.0,73.51335144042969,77.611631244421,106.29979285597801,258.5888700783253,490.7533649504185,1,landslide_event,event_date_standardized,13.34234790932432,24.75,93.0,True,FULL,True
36,26.1548,91.7351,2011-09-23,53.39770126342773,1.52072274684906,303.621826171875,7001.0,50.0,0.3357650637626648,10.918534934520721,40.93849831819534,73.76714119315147,159.75566437840462,1,landslide_event,event_date_standardized,10.70147268511502,26.25,91.75,True,FULL,True
27,27.5161,88.5575,2011-09-30,1358.0126953125,26.525320053100582,328.2363586425781,3662.0,10.0,0.0,0.0,21.21012020111084,81.3719379901886,180.73885935544968,1,landslide_event,event_date_standardized,6.011628204130845,27.5,88.5,True,FULL,True
196,25.1604,93.6795,2012-03-04,1100.0721435546875,22.64996719360352,301.0080871582031,4301.0,10.0,0.0,0.0,0.0,0.0,8.517873764038086,1,landslide_event,event_date_standardized,12.20596852181557,25.25,93.75,True,FULL,True
56,28.4659,95.86,2012-04-08,1061.6243896484375,32.83844375610352,40.92158508300781,11790.0,10.0,0.0,0.0,0.0,0.0,0.0,1,landslide_event,event_date_standardized,11.615320330308425,28.5,95.75,True,FULL,True
241,28.8254,96.1517,2012-06-02,3579.512939453125,23.55665779113769,91.92863464355467,11727.0,10.0,0.0,0.0,0.0,0.0,0.0,1,landslide_event,event_date_standardized,12.910680783835467,28.75,96.25,True,FULL,True
64,26.1475,91.7356,2012-06-02,50.44081878662109,0.93340265750885,174.85855102539062,7001.0,50.0,5.887123107910156,10.91177773475647,11.084676340222359,43.91005797684193,97.69404776394367,1,landslide_event,event_date_standardized,11.500438236002992,26.25,91.75,True,FULL,True
286,25.1775,93.0123,2012-06-03,668.3739013671875,19.087387084960938,331.8041076660156,4276.0,10.0,20.120386123657227,70.54337728023529,91.80425474047661,115.0454795062542,188.92101421952248,1,landslide_event,event_date_standardized,8.163511581893113,25.25,93.0,True,FULL,True
287,25.3056,93.1265,2012-06-03,310.4130249023437,22.16777229309082,235.5619354248047,4276.0,10.0,13.409568786621094,54.58066105842591,63.68913823366166,72.02406936883926,109.31459432840347,1,landslide_event,event_date_standardized,13.791603490002958,25.25,93.25,True,FULL,True
21,25.1175,92.8573,2012-06-03,146.62811279296875,6.229365348815918,215.52430725097656,4276.0,10.0,25.88199615478516,94.66548824310303,136.91057640314102,189.79008227586746,344.50545340776443,1,landslide_event,event_date_standardized,16.90419564903041,25.0,92.75,True,FULL,True
200,27.7167,88.5577,2012-06-03,2668.882568359375,18.030498504638672,73.16909790039062,3717.0,30.0,5.238631725311279,22.844938278198242,53.26316261291504,81.80548334121704,157.17634665966034,1,landslide_event,event_date_standardized,6.8482471115064065,27.75,88.5,True,FULL,True
131,27.1748,88.6458,2012-06-07,938.9389038085938,15.19566535949707,244.69113159179688,3662.0,10.0,2.1644363403320312,19.3848614692688,65.17903319001198,137.8069117963314,224.80677047371864,1,landslide_event,event_date_standardized,13.34957473310815,27.25,88.75,True,FULL,True
152,27.7565,88.632,2012-06-07,3889.316650390625,18.53253555297852,48.37858581542969,3717.0,10.0,1.444369196891785,23.73372256755829,59.96366202831268,105.37248128652573,183.14807324111462,1,landslide_event,event_date_standardized,11.798095342484052,27.75,88.75,True,FULL,True
176,24.8142,93.5444,2012-06-10,517.7041015625,32.23862075805664,134.4281768798828,4301.0,10.0,12.212467193603516,27.262747764587402,111.47000694274902,235.24887830018997,438.1113298535347,1,landslide_event,event_date_standardized,8.40886791089114,24.75,93.5,True,FULL,True
175,25.5498,92.0757,2012-06-13,1276.3973388671875,19.963342666625977,337.19140625,3646.0,10.0,0.0,12.451897382736206,16.34803542494774,84.66502532362938,116.57366578280926,1,landslide_event,event_date_standardized,9.370375339696084,25.5,92.0,True,FULL,True
164,25.0951,92.3567,2012-06-13,247.15359497070312,26.163562774658203,253.6774444580078,3708.0,10.0,0.2043373882770538,22.738360673189163,48.86469069123268,278.0129019320011,451.9616045951843,1,landslide_event,event_date_standardized,15.015282776745655,25.0,92.25,True,FULL,True
281,27.339,88.6065,2012-06-14,1502.8668212890625,21.81838035583496,305.63134765625,3662.0,50.0,11.05727481842041,40.22348642349243,168.72104358673096,248.56034326553345,343.64015555381775,1,landslide_event,event_date_standardized,14.529884996523924,27.25,88.5,True,FULL,True
60,26.149,91.7351,2012-06-20,52.556583404541016,2.540988206863404,343.1995544433594,7001.0,50.0,5.163311004638672,14.724420547485352,69.34801578521729,134.53417932987213,239.88992996513844,1,landslide_event,event_date_standardized,11.3412203926989,26.25,91.75,True,FULL,True
214,26.1226,91.7162,2012-06-22,72.29875946044922,10.562407493591309,160.86668395996094,3814.0,50.0,10.85966682434082,16.130963563919067,37.73783314228058,76.13955250382423,190.84574636816978,1,landslide_event,event_date_standardized,14.058487567640391,26.0,91.75,True,FULL,True
240,26.1049,91.7369,2012-06-25,157.38409423828125,16.41172218322754,153.22520446777344,3814.0,10.0,27.653865814208984,33.66422748565674,55.35324263572693,105.86664214730263,218.66046258807182,1,landslide_event,event_date_standardized,11.750419230263583,26.0,91.75,True,FULL,True
203,26.9986,95.4993,2012-06-25,650.1611938476562,25.07476043701172,20.209487915039062,4276.0,10.0,3.394020795822144,54.56693363189697,101.21441592276096,193.16306246817112,314.3911446481943,1,landslide_event,event_date_standardized,0.17078815092346405,27.0,95.5,True,FULL,True
55,27.174,95.8011,2012-06-25,294.5935974121094,0.492451548576355,155.0437469482422,4276.0,40.0,3.400000095367432,54.59999847412109,101.19999952614307,193.19999761879444,313.64643712341785,1,landslide_event,event_date_standardized,9.878385459593384,27.25,95.75,True,FULL,True
267,28.9986,94.8885,2012-07-05,606.9176635742188,25.54982185363769,17.10862922668457,11790.0,10.0,0.0,0.0,0.0,0.0,0.0,1,landslide_event,event_date_standardized,11.128305448969309,29.0,95.0,True,FULL,True
2,27.8385,88.556,2012-09-19,3810.72802734375,17.237892150878906,202.5615692138672,3717.0,10.0,35.85348892211914,61.01907730102539,144.07147789001465,211.96603256464005,364.8764150738716,1,landslide_event,event_date_standardized,11.326531464713163,27.75,88.5,True,FULL,True
121,27.8458,95.2253,2012-09-19,133.93359375,0.1892804205417633,222.51046752929688,3650.0,40.0,0.0,0.0,0.0,0.0,14.388446792960167,1,landslide_event,event_date_standardized,10.945620672934776,27.75,95.25,True,FULL,True
3,27.6558,88.605,2012-09-19,1947.65869140625,9.8460693359375,248.90582275390625,3717.0,30.0,35.85348892211914,61.01907730102539,144.07147789001465,211.96603256464005,364.8764150738716,1,landslide_event,event_date_standardized,14.824414383242344,27.75,88.5,True,FULL,True
270,23.7705,92.5217,2012-11-11,78.01522064208984,9.64112663269043,297.8417358398437,3665.0,10.0,0.0,0.0,0.0,0.0,0.9057319164276123,1,landslide_event,event_date_standardized,3.146024712759685,23.75,92.5,True,FULL,True
101,28.1193,95.1645,2013-02-18,782.773681640625,35.69247817993164,220.4382781982422,11790.0,10.0,11.540975570678713,13.81069588661194,13.81069588661194,13.81069588661194,20.186997413635254,1,landslide_event,event_date_standardized,15.785280062496316,28.0,95.25,True,FULL,True
233,28.8254,96.1509,2013-04-07,3613.6435546875,25.2900390625,80.45932006835938,11727.0,10.0,3.4623863697052,56.19058966636657,75.08224356174469,158.71086013317108,276.3773621916771,1,landslide_event,event_date_standardized,12.971446737282836,28.75,96.25,True,FULL,True
227,24.2315,92.6755,2013-05-07,668.9224243164062,11.877516746520996,142.18495178222656,3665.0,50.0,3.9207494258880615,19.62464714050293,32.80175971984863,36.95974203944206,65.27729281783104,1,landslide_event,event_date_standardized,7.7147323395462895,24.25,92.75,True,FULL,True
315,24.0896,91.4663,2013-05-08,115.96711730957033,8.775213241577148,359.3273620605469,3665.0,10.0,131.0623016357422,216.97248458862305,344.22278022766113,406.40288066864014,461.05271196365356,1,landslide_event,event_date_standardized,10.525997906160184,24.0,91.5,True,FULL,True
127,26.1662,91.7138,2013-05-11,138.12319946289062,23.48808860778809,89.54366302490234,3650.0,50.0,18.460617065429688,50.2480673789978,63.19849902391434,98.04024106264114,149.67839747667313,1,landslide_event,event_date_standardized,10.003697889093802,26.25,91.75,True,FULL,True
202,26.1771,91.7599,2013-05-11,82.56718444824219,13.991209983825684,196.78944396972656,7001.0,50.0,18.460617065429688,50.2480673789978,63.19849902391434,98.04024106264114,149.67839747667313,1,landslide_event,event_date_standardized,8.175146711960412,26.25,91.75,True,FULL,True
226,26.1016,91.6906,2013-05-11,130.6619873046875,42.779632568359375,9.507113456726074,3648.0,10.0,10.408920288085938,59.66008186340332,89.82553148269653,117.61491167545319,174.40075302124023,1,landslide_event,event_date_standardized,12.769423290663545,26.0,91.75,True,FULL,True
222,23.7281,92.7175,2013-05-11,1080.629638671875,3.915915966033936,165.46482849121094,7001.0,50.0,24.61383628845215,74.89123153686523,158.64895343780518,196.24268579483032,218.83048433065414,1,landslide_event,event_date_standardized,4.057433785935599,23.75,92.75,True,FULL,True
291,24.9926,93.4946,2013-05-12,1131.0548095703125,7.089067935943604,275.1346130371094,4301.0,50.0,10.996254920959473,44.766655921936035,117.3556637763977,207.4058734178543,250.33468160778284,1,landslide_event,event_date_standardized,0.9843795611941958,25.0,93.5,True,FULL,True
63,27.8776,94.25,2013-06-01,931.5346069335938,38.28877258300781,151.0821533203125,11790.0,10.0,4.187518119812012,27.170024871826175,42.83531868457795,96.83439362049103,269.8711263537407,1,landslide_event,event_date_standardized,13.62556799999993,28.0,94.25,True,FULL,True
92,26.0977,94.7031,2013-06-07,1739.1412353515625,38.89234161376953,331.67437744140625,4276.0,10.0,10.568632125854492,24.728277683258057,35.075182527303696,62.039582937955856,282.55167481303215,1,landslide_event,event_date_standardized,11.840307566356667,26.0,94.75,True,FULL,True
50,26.0977,94.7499,2013-06-07,1552.9932861328125,6.022054195404053,259.7967834472656,4276.0,10.0,10.568632125854492,24.728277683258057,35.075182527303696,62.039582937955856,282.55167481303215,1,landslide_event,event_date_standardized,10.875968578522295,26.0,94.75,True,FULL,True
76,27.3721,88.708,2013-06-08,3126.398193359375,42.164588928222656,189.5157165527344,3662.0,50.0,19.11920547485352,92.66992950439453,202.47462691366673,345.29810567200184,432.5423953086138,1,landslide_event,event_date_standardized,14.22375182182046,27.25,88.75,True,FULL,True
108,27.3765,88.7628,2013-06-27,3751.0,9.637657165527344,180.0,3717.0,30.0,6.479767799377441,88.523118019104,113.20369175076485,189.29021868109703,547.6903359293938,1,landslide_event,event_date_standardized,13.807235942213733,27.5,88.75,True,FULL,True
67,26.1147,94.3864,2013-07-01,338.0,10.04387378692627,270.0,4276.0,10.0,4.990725517272949,22.503785967826843,55.738601326942444,76.02569288015366,149.1478509157896,1,landslide_event,event_date_standardized,17.07497682613679,26.0,94.5,True,FULL,True
143,26.72,95.029,2013-07-01,680.9931640625,5.592322826385498,161.8843231201172,4276.0,50.0,11.359617233276367,29.324591159820557,115.74862051010132,201.13256859779358,313.9474723935127,1,landslide_event,event_date_standardized,4.419116460094661,26.75,95.0,True,FULL,True
7,25.616,94.1167,2013-07-12,1583.0235595703125,16.498443603515625,99.55950164794922,4276.0,10.0,36.75754165649414,76.48665428161621,137.38618755340576,264.3466557264328,307.697790145874,1,landslide_event,event_date_standardized,17.38912048990366,25.5,94.0,True,FULL,True
71,25.6269,94.1139,2013-07-12,1567.893310546875,14.322092056274414,40.1620979309082,4276.0,50.0,39.60411834716797,78.5801649093628,150.40763926506042,285.45583817362785,328.89845399558544,1,landslide_event,event_date_standardized,17.804159605700775,25.75,94.0,True,FULL,True
93,25.6269,94.1139,2013-07-15,1567.893310546875,14.322092056274414,40.1620979309082,4276.0,50.0,1.2756764888763428,10.445794582366943,107.74848222732544,268.34244510531425,338.12488977611065,1,landslide_event,event_date_standardized,17.804159605700775,25.75,94.0,True,FULL,True
4,25.7658,93.9413,2013-07-17,799.3491821289062,34.972633361816406,205.96563720703125,4276.0,50.0,3.1867330074310303,7.5207154750823975,80.75746488571167,260.34321188926697,342.0514198988676,1,landslide_event,event_date_standardized,6.116354106238158,25.75,94.0,True,FULL,True
5,25.7131,94.0885,2013-07-17,1411.6787109375,26.313316345214844,263.1837463378906,4276.0,10.0,3.1867330074310303,7.5207154750823975,80.75746488571167,260.34321188926697,342.0514198988676,1,landslide_event,event_date_standardized,9.740429955403592,25.75,94.0,True,FULL,True
206,27.8837,93.0515,2013-08-01,1579.132568359375,39.96002960205078,174.26980590820312,11864.0,10.0,0.2912605106830597,11.207969456911087,68.549874573946,129.65250888466835,423.09632554650307,1,landslide_event,event_date_standardized,13.92933902483027,28.0,93.0,True,FULL,True
110,26.0137,94.5163,2013-08-04,1717.4874267578125,11.523119926452637,258.9540100097656,4276.0,30.0,0.0,18.91439390182495,33.29331022500992,89.19215831160545,297.03666266798973,1,landslide_event,event_date_standardized,2.2297832034149643,26.0,94.5,True,FULL,True
271,26.1498,94.6055,2013-08-04,1707.704833984375,31.64654922485352,210.1183319091797,4276.0,10.0,0.0,27.659667968749996,40.62927174568176,147.65579795837402,338.99631583690643,1,landslide_event,event_date_standardized,15.338372122350142,26.25,94.5,True,FULL,True
218,26.2083,94.5438,2013-08-04,1478.2481689453125,7.621303558349609,219.2281036376953,4276.0,10.0,0.0,27.659667968749996,40.62927174568176,147.65579795837402,338.99631583690643,1,landslide_event,event_date_standardized,6.376099352494494,26.25,94.5,True,FULL,True
129,26.0481,94.4619,2013-08-04,866.9505615234375,28.4879207611084,260.92303466796875,4276.0,10.0,0.0,18.91439390182495,33.29331022500992,89.19215831160545,297.03666266798973,1,landslide_event,event_date_standardized,6.567146687435239,26.0,94.5,True,FULL,True
138,26.1807,94.5497,2013-08-04,1637.970458984375,29.973892211914062,170.74038696289062,4276.0,30.0,0.0,27.659667968749996,40.62927174568176,147.65579795837402,338.99631583690643,1,landslide_event,event_date_standardized,9.171324148866239,26.25,94.5,True,FULL,True
59,26.284,94.5808,2013-08-04,722.4674072265625,32.52063751220703,345.74755859375,4276.0,10.0,0.0,27.659667968749996,40.62927174568176,147.65579795837402,338.99631583690643,1,landslide_event,event_date_standardized,8.907589655389694,26.25,94.5,True,FULL,True
230,26.0838,94.564,2013-08-04,1830.87841796875,22.86507034301757,86.37158966064453,4276.0,10.0,0.0,18.91439390182495,33.29331022500992,89.19215831160545,297.03666266798973,1,landslide_event,event_date_standardized,11.305566662683718,26.0,94.5,True,FULL,True
128,25.8376,94.5234,2013-08-04,799.6514282226562,2.4718377590179443,302.0936584472656,4276.0,40.0,0.3460222482681274,17.11305344104767,30.31349241733551,72.53415858745575,287.72454607486725,1,landslide_event,event_date_standardized,10.027341117734753,25.75,94.5,True,FULL,True
260,25.318,94.0441,2013-08-09,994.5647583007812,0.1200252026319503,262.2038879394531,4276.0,40.0,0.8403140306472778,49.26908791065216,93.27612888813019,149.8676005601883,314.80236053466797,1,landslide_event,event_date_standardized,8.756138431432497,25.25,94.0,True,FULL,True
253,26.7103,94.693,2013-08-11,688.0195922851562,18.15432929992676,187.399658203125,4276.0,10.0,26.742156982421875,48.26229436695576,145.28035421669483,190.14116330444813,461.7719863206148,1,landslide_event,event_date_standardized,7.203365578335709,26.75,94.75,True,FULL,True
