source_name,source_link,event_id,event_date,event_title,event_description,location_description,location_accuracy,landslide_category,landslide_trigger,landslide_size,landslide_setting,fatality_count,injury_count,event_import_source,event_import_id,country_name,country_code,admin_division_name,admin_division_population,gazeteer_closest_point,gazeteer_distance,submitted_date,created_date,last_edited_date,longitude,latitude,dataset_source,original_event_date,event_date_standardized,event_date_only,original_latitude,original_longitude,latitude_standardized,longitude_standardized,coordinates_valid,latitude_compare,longitude_compare,date_compare,master_id,record_type,event_year,event_month,date_precision,state,district,location_name,initiation_year,triggering_factor,material_type,movement_type,activity,landslide_area,persons_death,source,source_event_id,source_record_url,source_records,source_count,coordinate_source,coordinate_inherited,match_confidence,data_quality,dedup_key,duplicate_group_id,is_duplicate,duplicate_of,notes,elevation,slope,aspect,soil_id,landcover_class,all_features_available
The Sangai Express,http://www.thesangaiexpress.com/page/items/54212/massive-landslide-along-maram-peren-road-downpour-creates-havoc-in-different-parts,7264.0,7/22/2015 0:00,22 kms to 30 kms between Sangkungmai and Willong,"Torrential rain in the last many days has created havoc in many places of Senapati district. According to sources, vehicular and human movements have been completely halted. Removal of trees and loose soil are expected to take many weeks before normal movement along the road can begin. Sources specified of major landslides in different locations including 15 kms from Maram, 22 kms to 30 kms between Sangkhumai and Willong, Willong-Yangkhullen stretch and Yangkhullen-Tamphung road till Nagaland border.",22 kms to 30 kms between Sangkungmai and Willong,5km,landslide,continuous_rain,medium,above_road,0.0,0.0,glc,7264.0,India,IN,Manipur,92113.0,Kohima,27.6588,7/23/2015 16:32,11/20/2017 15:17,2/15/2018 15:51,93.9827,25.4538,India_Media_Catalog,7/22/2015 0:00,2015-07-22 00:00:00,2015-07-22,25.4538,93.9827,25.4538,93.9827,True,25.454,93.983,2015-07-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1782.916748046875,29.478073120117188,306.7606201171875,4301.0,30.0,True
www.nagalandpost.com,http://www.nagalandpost.com/ChannelNews/State/StateNews.aspx?news=TkVXUzEwMDA0MDQ4MQ%3D%3D-gEvw8J4DIOI%3D,5006.0,7/1/2013 0:00,"Thillong Village, Doyang Along State Highway 1, Wokha To Merapani Road","Meanwhile, a massive landslide occurred at Thillong Village, Doyang along the state highway 1, Wokha to Merapani road. Chairman, Thillong Village Council, Wokha, Samuel, Y. Patton in a press release stated five residential buildings have been destroyed and human lives are put at stake if immediate steps are not initiated to clear this landslide.","Thillong Village, Doyang Along State Highway 1, Wokha To Merapani Road",1km,landslide,downpour,medium,unknown,0.0,0.0,glc,5006.0,India,IN,Nāgāland,54010.0,Wokha,12.97304,4/1/2014 0:00,11/20/2017 15:17,2/15/2018 15:51,94.3864,26.1147,India_Media_Catalog,7/1/2013 0:00,2013-07-01 00:00:00,2013-07-01,26.1147,94.3864,26.1147,94.3864,True,26.115,94.386,2013-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,338.0,10.04387378692627,270.0,4276.0,10.0,True
Telegraph India,http://www.telegraphindia.com/1070911/asp/siliguri/story_8300563.asp,256.0,9/10/2007 0:00,Rhodong village near Rhey in East Sikkim,"destroyed a house, killed 1 and injured 1",Rhodong village near Rhey in East Sikkim,10km,landslide,rain,medium,unknown,0.0,0.0,glc,256.0,India,IN,Sikkim,30700.0,Gangtok,2.17536,4/1/2014 0:00,11/20/2017 15:17,2/15/2018 15:51,88.6236,27.3425,India_Media_Catalog,9/10/2007 0:00,2007-09-10 00:00:00,2007-09-10,27.3425,88.6236,27.3425,88.6236,True,27.342,88.624,2007-09-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2073.262451171875,35.22848892211914,165.079345703125,3662.0,10.0,True
E-PAO,http://e-pao.net/GP.asp?src=Snipp16..250715.jul15,7279.0,7/24/2015 0:00,Tamenglong Ward No-IV,"Due to incessant rainfalls in the last few days, a huge mudslide occurred on Friday which destroyed a garage along with a Bolero jeep and other belongings of one Namthiurai Daimei of Tamenglong Ward No-IV.",Tamenglong Ward No-IV,50km,mudslide,monsoon,medium,other,0.0,0.0,glc,7279.0,India,IN,Manipur,7176.0,Mahur,46.17661,8/12/2015 19:17,11/20/2017 15:17,2/15/2018 15:51,93.5142,24.9818,India_Media_Catalog,7/24/2015 0:00,2015-07-24 00:00:00,2015-07-24,24.9818,93.5142,24.9818,93.5142,True,24.982,93.514,2015-07-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1248.3367919921875,20.434093475341797,313.0307922363281,4301.0,10.0,True
Assam Tribune,http://www.assamtribune.com/scripts/detailsnew.asp?id=sep2414/at051,6288.0,9/22/2014 0:00,Noonmati,"On the other hand, several incidents of landslides were reported from Dhirenpara, Koinadhara, Gorhchuk, Noonmati and Pamohi.",Noonmati,5km,landslide,rain,small,unknown,0.0,0.0,glc,6288.0,India,IN,Assam,899094.0,Guwahati,5.61963,10/21/2014 15:40,11/20/2017 15:17,2/15/2018 15:51,91.7998,26.1985,India_Media_Catalog,9/22/2014 0:00,2014-09-22 00:00:00,2014-09-22,26.1985,91.7998,26.1985,91.7998,True,26.198,91.8,2014-09-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.75308990478516,9.048985481262207,212.22303771972656,3650.0,50.0,True
www.thehindubusinessline.com,http://www.thehindubusinessline.com/news/states/landslides-disrupt-vehicular-movement-on-nh29/article4912110.ece,5087.0,7/12/2013 0:00,"National Highway 29 Near Phesama Village, Nagaland","A large number of vehicles were stranded on National Highway-29 near Phesama village in Nagaland following landslides triggered by rain, official sources said on Saturday. The highway connecting Nagaland and Manipur was badly damaged along a 200m stretch in rains last night, Commanding Officer of Border Roads Organisation, Kohima, Col Tejpal Singh, said. The 15 Border Road Task Force worked hard to clear the road for passage of only light vehicles this afternoon. The landslide also affected around 40-50 paddy fields situated below the road, President of Southern Angami Youth Organisation (SAYO), Kekhruhol Mekro, said.","National Highway 29 Near Phesama Village, Nagaland",10km,landslide,downpour,medium,unknown,0.0,0.0,glc,5087.0,India,IN,Nāgāland,92113.0,Kohima,5.30049,4/1/2014 0:00,11/20/2017 15:17,2/15/2018 15:51,94.1139,25.6269,India_Media_Catalog,7/12/2013 0:00,2013-07-12 00:00:00,2013-07-12,25.6269,94.1139,25.6269,94.1139,True,25.627,94.114,2013-07-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1567.893310546875,14.322092056274414,40.1620979309082,4276.0,50.0,True
kanglaonline.com,http://www.kanglaonline.com/index.php?template=headline&newsid=39255&typeid=1,258.0,9/11/2007 0:00,"NH-39 at Imphal-Moreh section, Lokchao largest event","multiple landslides (6 locations) along NH 39, blocked traffic","NH-39 at Imphal-Moreh section, Lokchao largest event",50km,landslide,rain,medium,unknown,3.0,0.0,glc,258.0,India,IN,Manipur,30418.0,Kakching,10.89373,4/1/2014 0:00,11/20/2017 15:17,2/15/2018 15:51,94.0564,24.4279,India_Media_Catalog,9/11/2007 0:00,2007-09-11 00:00:00,2007-09-11,24.4279,94.0564,24.4279,94.0564,True,24.428,94.056,2007-09-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,905.3639526367188,5.130692005157471,348.8346862792969,4276.0,30.0,True
www.nagalandpost.com,http://www.nagalandpost.com/channelnews/state/StateNews.aspx?news=TkVXUzEwMDA0NDE4MQ%3D%3D-6hneqQH1frg%3D,5338.0,8/16/2013 0:00,"Longlem, Nagaland","Two villages- Oting and Longlem under 41 Tizit A/C remained  cut-off from the rest of the district due to heavy mudslide that occurred on August 16 last. The mudslide covered about 60-70 metre stretch of road near Longlem village. It has been reported that the residents of both the villages were facing shortage of essential commodities as their life-line has been blocked by the mudslide for more than 10 days. It may be mentioned that a JCB had reached the major mudslide site on August 20 to clear the road. However, according to a villager, the JCB which had gone for refueling on August 22, before clearing even 1/3 (one third) of the affected road, never returned.","Longlem, Nagaland",25km,landslide,rain,medium,unknown,0.0,0.0,glc,5338.0,India,IN,Assam,19672.0,Sonāri,19.00178,4/1/2014 0:00,11/20/2017 15:17,2/15/2018 15:51,94.9275,26.8727,India_Media_Catalog,8/16/2013 0:00,2013-08-16 00:00:00,2013-08-16,26.8727,94.9275,26.8727,94.9275,True,26.873,94.928,2013-08-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134.023193359375,0.9272137880325317,260.4241027832031,3637.0,60.0,True
timesofindia.indiatimes,http://timesofindia.indiatimes.com/india/13-killed-as-rains-wrack-havoc-in-north-and-eastern-India-/articleshow/6532367.cms,2411.0,9/10/2010 0:00,"districts Lakhimpur, Dhemaji, Golaghat, and Sonitpur, Assam province","Sep 10, 2010, 09.40pm IST  NEW DELHI: Thirteen people were killed as heavy monsoon rains wracked havoc in north and east India, triggering landslides and inundating lakhs of acres of farmland on Friday.  At least eight people were buried alive under the debris following massive landslides triggered by incessant rains in Arunachal Pradesh.  One person was drowned and around 1.5 lakh people were affected in the flash floods which hit the northern Assam districts of Lakhimpur, Dhemaji, Golaghat and Sonitpur following incessant rains in the upper reaches.","districts Lakhimpur, Dhemaji, Golaghat, and Sonitpur, Assam province",unknown,landslide,downpour,medium,unknown,0.0,0.0,glc,2411.0,India,IN,Arunāchal Pradesh,26912.0,Naharlagun,11.91035,4/1/2014 0:00,11/20/2017 15:17,2/15/2018 15:51,93.7273,27.0011,India_Media_Catalog,9/10/2010 0:00,2010-09-10 00:00:00,2010-09-10,27.0011,93.7273,27.0011,93.7273,True,27.001,93.727,2010-09-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.28465270996094,3.8665931224823,325.0473327636719,3683.0,40.0,True
Business Standard,http://www.business-standard.com/article/pti-stories/rescue-operations-for-woman-swept-away-by-landslide-continue-114071500831_1.html,6143.0,7/14/2014 18:00,"Zembabawk, Aizawl","The State Disaster Response Force and volunteers from Falkland locality and other places continued their operation to search the body of a 30-year-old woman, swept away by a massive landslide last evening near Aizawl, despite inclement weather. Six persons, including Munna Begum, were inside a house at Falkland area of Zemabawk when the landslide swept it away, Aizawl district Additional SP Remsanga told PTI. A building construction worker Amar Hussein, from Duttapur in neighbouring Cachar district of Assam, had rented the house and was living there with two of his helpers while his wife Begum and two children recently joined them, he said. The landslide, during a heavy downpour, swept away the house and Begum was still missing while the two children sustained minor injuries, Remsanga added. Except her sarees, Begum was yet to be found and the volunteers suspected that the flash flood has swept her body to river Chite, he said.","Zembabawk, Aizawl",5km,landslide,downpour,medium,unknown,1.0,2.0,glc,6143.0,India,IN,Mizoram,265331.0,Aizawl,2.92778,8/24/2014 0:00,11/20/2017 15:17,2/15/2018 15:51,92.7463,23.7327,India_Media_Catalog,7/14/2014 18:00,2014-07-14 18:00:00,2014-07-14,23.7327,92.7463,23.7327,92.7463,True,23.733,92.746,2014-07-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,836.5509643554688,33.17726516723633,168.2484130859375,3665.0,50.0,True
www.business-standard.com,http://www.business-standard.com/article/news-ani/tourists-stranded-due-to-landslide-in-gangtok-113060900319_1.html,4908.0,6/8/2013 17:00,"15 Km From Gangtok, Himalayans","Hundreds of tourists were stranded near Gangtok, following a landslide. ""We faced many problems there was nothing to protect us (from cold). The person, who slept in the vehicle in night, might fall sick. Military persons gave food to everybody to eat. Locals helped us,"" a tourist, Sanjay Suri, said. Nearly 100 vehicles were struck as slush and the debris blocked the road nearly 15 kilometres off Gangtok after heavy rain. Gangtok is located in the Himalayans at an altitude of nearly 5,600 feet. Military personnel and locals aided the visitors, who slept either in cars or a nearby temple. The Border Roads Organisation (BRO) has started the clearing operations to make the road commutable for the travelers to leave for their destination. (2nd link) Around 600 tourists returning to Gangtok from Chhangu Lake, Baba Mandir and Nathu-la were stranded at 5th Mile, 15km from Gangtok, following a landslide on Jawaharlal Nehru Marg on Saturday evening, official sources said. ""Around 5pm, when t","15 Km From Gangtok, Himalayans",25km,landslide,downpour,medium,unknown,0.0,0.0,glc,4908.0,India,IN,Sikkim,30700.0,Gangtok,10.78558,4/1/2014 0:00,11/20/2017 15:17,2/15/2018 15:51,88.708,27.3721,India_Media_Catalog,6/8/2013 17:00,2013-06-08 17:00:00,2013-06-08,27.3721,88.708,27.3721,88.708,True,27.372,88.708,2013-06-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3126.398193359375,42.164588928222656,189.51571655273438,3662.0,50.0,True
indiablooms,http://www.indiablooms.com/EnvironmentDetailsPage/environmentDetails190810a.php,2282.0,8/19/2010 6:30,"Tuensang-Kohima rd, 3 km outside Tuensang, Nagaland","Even in Tuensang town, a couple of roads have to be cleared daily due to mudslides. On Thursday morning, the Kohima-bound NST bus left Tuensang station around 9.30 am, three hours behind schedule due to mudslides near GREF camp, some 3km from the station.   People cross a portion of the landslide area, along the National Highway 39, below Kohima, on Saturday, August 21, 2010. The calamities which affect the National Highway 39 started from August 7 after continuous heavy rainfall in the hilly state of Nagaland.  ","Tuensang-Kohima rd, 3 km outside Tuensang, Nagaland",1km,landslide,downpour,medium,unknown,0.0,0.0,glc,2282.0,India,IN,Nāgāland,33748.0,Tuensang,7.65096,4/1/2014 0:00,11/20/2017 15:17,2/15/2018 15:51,94.8158,26.1984,India_Media_Catalog,8/19/2010 6:30,2010-08-19 06:30:00,2010-08-19,26.1984,94.8158,26.1984,94.8158,True,26.198,94.816,2010-08-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1878.4278564453125,22.23193359375,326.9003601074219,4276.0,10.0,True
Mizoram Express,http://mizoramexpress.com/index.php/2010/09/mizoram-landslides-kill-one-woman/,2421.0,9/13/2010 9:00,"road to Muanna Godown, Zuangtui, Mizoram",The heavy rain also caused landslides in several places blocking the road. The approach road to Muanna Godown in Zuangtui was blocked by a landslide since this morning.  It is expected to be restored this evening. ,"road to Muanna Godown, Zuangtui, Mizoram",1km,landslide,downpour,medium,above_road,0.0,0.0,glc,2421.0,India,IN,Mizoram,20244.0,Serchhīp,8.59507,4/1/2014 0:00,11/20/2017 15:17,2/15/2018 15:51,92.74128531,23.75406693,India_Media_Catalog,9/13/2010 9:00,2010-09-13 09:00:00,2010-09-13,23.75406693,92.74128531,23.75406693,92.74128531,True,23.754,92.741,2010-09-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,978.6586303710938,30.205677032470703,80.6833267211914,3665.0,50.0,True
morungexpress,http://www.morungexpress.com/frontpage/53726.html,2249.0,8/14/2010 0:00,"Kiphire-Tuensang rd, Nagaland","People cross a portion of the landslide area, along the National Highway 39, below Kohima, on Saturday, August 21, 2010. The calamities which affect the National Highway 39 started from August 7 after continuous heavy rainfall in the hilly state of Nagaland.   Almost all roads in Tuensang district including those connecting the district headquarters have become unpliable for both the Nagaland State Transport (NST) buses and private vehicles. Some of the roads worst hit by landslides and land-sinking are Tuensang-Shamatore road, Noklak-Tuensang road, Kiphire-Tuensang road and Tuensang-Mokokchung road. (Very unclear about the date, anytime between August 7th and August 21st)","Kiphire-Tuensang rd, Nagaland",25km,landslide,downpour,medium,unknown,0.0,0.0,glc,2249.0,India,IN,Nāgāland,33748.0,Tuensang,20.67617,4/1/2014 0:00,11/20/2017 15:17,2/15/2018 15:51,94.803,26.0814,India_Media_Catalog,8/14/2010 0:00,2010-08-14 00:00:00,2010-08-14,26.0814,94.803,26.0814,94.803,True,26.081,94.803,2010-08-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,947.626220703125,37.372291564941406,32.140419006347656,4276.0,10.0,True
e-pao.net,http://e-pao.net/GP.asp?src=21..210810.aug10,2283.0,8/19/2010 0:00,"2 km from Khongsang village(?), road between Tamenglong and Imphal or Nungba, Manipur","Imphal, August 20 2010:   At the same time, another landslide had occurred yesterday near Kisima between Mao Gate and Kohima which virtually cut off the Nagaland capital from the rest of the country.  Meanwhile, our Tamenglong correspondent, Daniel Kamei reported that following heavy rains during the past week, a massive mud slide has occurred at Khongsang village which completely cut off the road between Tamenglong and Imphal.  The mudslide occurred 2 km from Khongsang.  Many vehicles bound for Imphal or Nungba have returned to Tamenglong. Uncertain date: 13 - 19th.","2 km from Khongsang village(?), road between Tamenglong and Imphal or Nungba, Manipur",5km,mudslide,downpour,medium,unknown,0.0,0.0,glc,2283.0,India,IN,Manipur,223523.0,Imphal,46.36778,4/1/2014 0:00,11/20/2017 15:17,2/15/2018 15:51,93.4957,24.8961,India_Media_Catalog,8/19/2010 0:00,2010-08-19 00:00:00,2010-08-19,24.8961,93.4957,24.8961,93.4957,True,24.896,93.496,2010-08-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1017.2667846679688,16.193531036376953,125.95889282226562,4301.0,10.0,True
Sciency Thoughts,http://sciencythoughts.blogspot.com/2014/05/seven-members-of-one-family-killed-by.html,6016.0,5/9/2014 23:00,"Satgarakul Village, Karimganj, Assam State","Seven members of a single family have been killed by a landslide that struck their home in the village of Satkoragool in the Karimganj District of Assam State, India, overnight between Friday 9 May and Saturday 10 May/2014. Nobody witnessed the incident, which occurred during heavy rain, but neighbours found that part of a hillside had collapsed onto the home, burying it under a debris heap of mud rocks and trees. The bodies of Lubub Uddin (45), his wife Saina Begam (35). and their five children, aged between two and eleven were all recovered from the site.","Satgarakul Village, Karimganj, Assam State",1km,landslide,rain,small,unknown,7.0,0.0,glc,6016.0,India,IN,Assam,55290.0,Karīmganj,0.3326,8/24/2014 0:00,11/20/2017 15:17,2/15/2018 15:51,92.3576,24.8669,India_Media_Catalog,5/9/2014 23:00,2014-05-09 23:00:00,2014-05-09,24.8669,92.3576,24.8669,92.3576,True,24.867,92.358,2014-05-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.723207473754883,0.5171462893486023,97.62651824951172,3708.0,50.0,True
Newkerala,http://www.newkerala.com/july.php?action=fullnews&id=56364,215.0,8/28/2007 0:00,Phesema area at National Highway 39,multiple landslides in  the area causing road closures,Phesema area at National Highway 39,50km,landslide,rain,medium,unknown,1.0,0.0,glc,215.0,India,IN,Nāgāland,92113.0,Kohima,21.1995,4/1/2014 0:00,11/20/2017 15:17,2/15/2018 15:51,93.9136,25.7428,India_Media_Catalog,8/28/2007 0:00,2007-08-28 00:00:00,2007-08-28,25.7428,93.9136,25.7428,93.9136,True,25.743,93.914,2007-08-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,468.7663879394531,27.729385375976562,330.03515625,4276.0,10.0,True
Indian Express,http://indianexpress.com/article/india/india-others/several-houses-swept-away-in-mudslide-in-the-mizoram-town-of-phullen/,7780.0,8/26/2015 0:00,Sailam village,"A few casualties have been reported, including a driver in his 20s who later died in a hospital after the vehicle he was driving was buried by a landslide near Sailam village, about 75 kms south of Aizawl, this past weekend.",Sailam village,5km,landslide,continuous_rain,medium,above_road,1.0,0.0,glc,7780.0,India,IN,Mizoram,5963.0,Thenzawl,5.91871,6/20/2016 17:45,11/20/2017 15:17,2/15/2018 15:51,92.7878,23.3572,India_Media_Catalog,8/26/2015 0:00,2015-08-26 00:00:00,2015-08-26,23.3572,92.7878,23.3572,92.7878,True,23.357,92.788,2015-08-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1365.9925537109375,10.520837783813477,191.89349365234375,3665.0,30.0,True
E-PAO,http://www.indiablooms.com/EnvironmentDetailsPage/environmentDetails190810a.php,2281.0,8/19/2010 18:00,"Kisima, Nagaland","At the same time, another landslide had occurred yesterday near Kisima between Mao Gate and Kohima which virtually cut off the Nagaland capital from the rest of the country.","Kisima, Nagaland",5km,landslide,downpour,medium,above_road,0.0,0.0,glc,2281.0,India,IN,Nāgāland,92113.0,Kohima,11.44167,4/1/2014 0:00,11/20/2017 15:17,2/15/2018 15:51,94.11603493,25.61560252,India_Media_Catalog,8/19/2010 18:00,2010-08-19 18:00:00,2010-08-19,25.61560252,94.11603493,25.61560252,94.11603493,True,25.616,94.116,2010-08-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1607.4580078125,32.041446685791016,111.22651672363281,4276.0,30.0,True
morungexpress,http://www.morungexpress.com/local/50546.html,1996.0,6/17/2010 19:30,"Shayoung Ward(?), Longleng, Nagaland","Longleng, June 18 (MExN): Property worth lakh of rupees was destroyed when a thatched house belonging to one Hemshi Phiom was washed away by landslide at Longleng district. The incident occurred at Shayoung Ward around 7.30 pm last night due to monsoon rain. None of the household goods could be saved as it was washed away completely by the landslide. There was no report of human causality.","Shayoung Ward(?), Longleng, Nagaland",25km,landslide,downpour,medium,unknown,0.0,0.0,glc,1996.0,India,IN,Nāgāland,33748.0,Tuensang,19.34297,4/1/2014 0:00,11/20/2017 15:17,2/15/2018 15:51,94.8833,26.4333,India_Media_Catalog,6/17/2010 19:30,2010-06-17 19:30:00,2010-06-17,26.4333,94.8833,26.4333,94.8833,True,26.433,94.883,2010-06-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,568.129638671875,26.82391357421875,329.2273254394531,4276.0,10.0,True
Assam Tribune,http://www.assamtribune.com/scripts/detailsnew.asp?id=sep2414/at051,6283.0,9/22/2014 0:00,Dakhingaon,"Flash flood and landslides continued to cause devastation in Guwahati for the second day today with the death toll due to landslip rising to four. Two persons died in two separate incidents of landslides in Lalmati and Dakhingaon, whereas a woman was injured in another landslide incident at Batahghuli.",Dakhingaon,1km,landslide,rain,small,unknown,0.0,0.0,glc,6283.0,India,IN,Assam,2000.0,Dispur,4.61338,10/21/2014 14:27,11/20/2017 15:17,2/15/2018 15:51,91.7548,26.1314,India_Media_Catalog,9/22/2014 0:00,2014-09-22 00:00:00,2014-09-22,26.1314,91.7548,26.1314,91.7548,True,26.131,91.755,2014-09-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.03489685058594,7.658712387084961,303.1128234863281,3814.0,40.0,True
rttnews,http://www.rttnews.com/ArticleView.aspx?Id=758386&SMap=1,869.0,10/29/2008 0:00,North Lakhimpur ,"flooding and landslides, Floods and landslides caused by heavy rains over the last three days have killed at least seven people and displaced thousands more in the northeastern states of India",North Lakhimpur ,50km,landslide,downpour,medium,unknown,0.0,0.0,glc,869.0,India,IN,Assam,59841.0,North Lakhimpur,1.31739,4/1/2014 0:00,11/20/2017 15:17,2/15/2018 15:51,94.1167,27.2333,India_Media_Catalog,10/29/2008 0:00,2008-10-29 00:00:00,2008-10-29,27.2333,94.1167,27.2333,94.1167,True,27.233,94.117,2008-10-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.6147689819336,0.1822718381881714,21.21961212158203,3683.0,10.0,True
Newkerala,http://www.newkerala.com/oct.php?action=fullnews&id=7498,285.0,9/29/2007 0:00,"National Highway, 45 Aizwal (Mizoram)","unsure of exact day, landslides blocked road somewhere in province","National Highway, 45 Aizwal (Mizoram)",50km,landslide,rain,medium,unknown,0.0,0.0,glc,285.0,India,IN,Mizoram,25000.0,Kolasib,10.56357,4/1/2014 0:00,11/20/2017 15:17,2/15/2018 15:51,92.6921,24.1293,India_Media_Catalog,9/29/2007 0:00,2007-09-29 00:00:00,2007-09-29,24.1293,92.6921,24.1293,92.6921,True,24.129,92.692,2007-09-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,820.6981811523438,4.077516555786133,10.126261711120605,3665.0,10.0,True
E-PAO,http://e-pao.net/GP.asp?src=7..290611.jun11,3662.0,6/28/2011 0:00,"Ikou-Gangpijang road, near: Ikou, Saikul, and Gangpijang; Imphal India","June 28 2011: Ikou-Gangpijang road, development work of which was left incomplete following some disputes in awarding the contract, has been disconnected following landslide.  Consequent upon the landslide, passenger buses travelling from Imphal could not proceed beyond Ikou.  The passengers travelling to Saikul have to cross the landslide area on foot, and then travel forward till Saikul from Gangpijang in passenger jeeps.  In case passenger jeeps are not available, people have to walk all the way to Saikul which is about 2.5 Kms away.  Development work on Sagolmang-Saikul road which passes through Ikou and Gangpijang was abandoned after completing around 80 per cent of the following disputes in the contract deals.  The development work of the road was abandoned after the work order was given to a second contractor.  Notably, taking serious note of the abandonment of the road development work, KSO Saikul and Kuki Inpi Saikul appealed to the Chief Minister to finish the work before ons","Ikou-Gangpijang road, near: Ikou, Saikul, and Gangpijang; Imphal India",25km,landslide,rain,medium,below_road,0.0,0.0,glc,3662.0,India,IN,Manipur,223523.0,Imphal,0.44836,4/1/2014 0:00,11/20/2017 15:17,2/15/2018 15:51,94.0144205,25.03561729,India_Media_Catalog,6/28/2011 0:00,2011-06-28 00:00:00,2011-06-28,25.03561729,94.0144205,25.03561729,94.0144205,True,25.036,94.014,2011-06-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,856.09619140625,34.25163650512695,136.2344970703125,4276.0,10.0,True
e-pao.net,http://e-pao.net/GP.asp?src=Snipp8..230813.aug13,5427.0,8/15/2013 0:00,"Koide Government High School, Senapati, Manipur","The heavy downpour in Senapati during the past weeks has caused landslides and flood like situation in low land areas in many parts of the district. Besides the National Highway, State highway and Inter Village Roads were badly affected by the downpour. Meanwhile, a press note issued by the Headmaster of Koide Government High School stated that vast portion of school compound in its Southern side has been washed away due to heavy downpour in recent past. It stated that approximately 118 ft in length and 20 ft in height portion of land was washed away. The villagers sought the immediate action of the concerned department to save the lone school building in the village from further collapse and damage, maintained the press note.","Koide Government High School, Senapati, Manipur",5km,landslide,downpour,medium,unknown,0.0,0.0,glc,5427.0,India,IN,Nāgāland,92113.0,Kohima,33.20312,4/1/2014 0:00,11/20/2017 15:17,2/15/2018 15:51,94.1884,25.3833,India_Media_Catalog,8/15/2013 0:00,2013-08-15 00:00:00,2013-08-15,25.3833,94.1884,25.3833,94.1884,True,25.383,94.188,2013-08-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1685.0491943359375,8.240832328796387,146.5194091796875,4276.0,10.0,True
Assam Times,http://www.assamtimes.org/node/15150,8339.0,9/23/2015 0:00,Kamakhya Temple,Surface communication remains heavily disrupted atop the Nilachal Hill when a huge rock collapsed on the road leading to the historic Kamakhya temple on Wednesday.It took several hours for PWD and forest officials to clear the road after the rock along with uprooted trees blocked a portion of the hillside road in the morning. There is no report of casualty. Local residents fear the repeat of more landslide in view of the non stopped rains during the last 48 hours. The authority have asked the residents in the hillock to come down to the safe places to avoid further disaster.Tourists from the far flung areas have been remaining stranded on way to the historic Kamakhya temple from early in the morning.,Kamakhya Temple,1km,landslide,continuous_rain,medium,above_road,0.0,0.0,glc,8339.0,India,IN,Assam,17516.0,North Guwāhāti,3.77975,7/6/2016 12:43,11/20/2017 15:17,2/15/2018 15:51,91.7042,26.1666,India_Media_Catalog,9/23/2015 0:00,2015-09-23 00:00:00,2015-09-23,26.1666,91.7042,26.1666,91.7042,True,26.167,91.704,2015-09-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229.039794921875,18.531452178955078,210.8583221435547,3650.0,50.0,True
